FID,mslink,mapid,cod_unid_i,nom_unidad,dsc_compar,nom_regiao,nom_domini,val_area_k,val_perime,id1,aux,the_geom
geomorfologia_5000.1,15,6000160,003Magua,"Massa Dagua Costeira - Zona Econômica Exclusiva, 200 milhas",,,,641870.2707,4667.2352,1,0,"MULTIPOLYGON (((-49.3846 7.051799999999999, -49.336999999999996 7.0188999999999995, -49.17509999999999 6.9003, -49.096999999999994 6.8373, -49.0085 6.7608, -48.8596 6.6229, -48.72 6.478599999999999, -48.6107 6.352099999999999, -48.5076 6.220299999999999, -48.396699999999996 6.068099999999999, -48.3227 5.956499999999999, -48.27009999999999 5.8709999999999996, -48.2202 5.783899999999999, -48.121199999999995 5.5904, -48.0145 5.3509, -47.9692 5.2429, -47.9062 5.0701, -47.847899999999996 4.8831999999999995, -47.80309999999999 4.7044999999999995, -47.7651 4.5127999999999995, -47.7354 4.3172999999999995, -47.722899999999996 4.2175, -47.631299999999996 4.133799999999999, -47.5594 4.0638, -47.42249999999999 3.9173999999999993, -47.30479999999999 3.7760999999999996, -47.185599999999994 3.6149999999999993, -47.0762 3.4466, -46.99289999999999 3.3015999999999996, -46.9169 3.1529999999999996, -46.82939999999999 2.9541, -46.793499999999995 2.8604, -46.7497 2.7337, -46.74139999999999 2.7173999999999996, -46.6274 2.6959999999999997, -46.513299999999994 2.6703, -46.4165 2.6451999999999996, -46.305099999999996 2.6121999999999996, -46.16289999999999 2.5639999999999996, -46.06969999999999 2.5284, -45.8713 2.4414999999999996, -45.75 2.4267999999999996, -45.635 2.4085, -45.5043 2.3828, -45.3908 2.3556, -45.294399999999996 2.3293999999999997, -45.1356 2.2796, -44.9638 2.2152, -44.826299999999996 2.1559999999999997, -44.6446 2.0664, -44.5452 2.0575, -44.4296 2.0429, -44.315 2.0244999999999997, -44.21659999999999 2.0052, -44.11919999999999 1.9831999999999999, -43.9906 1.9491, -43.800599999999996 1.8883, -43.7069 1.8537999999999997, -43.5376 1.783, -43.3731 1.7028999999999999, -43.198699999999995 1.6054, -43.008599999999994 1.4853999999999998, -42.87219999999999 1.3895, -42.78 1.3181999999999998, -42.69 1.2437999999999998, -42.5541 1.1206999999999998, -42.425399999999996 0.9895999999999999, -42.3578 0.9156999999999998, -42.323899999999995 0.8775, -42.181799999999996 0.8302999999999999, -41.994299999999996 0.7601, -41.70119999999999 0.6343, -41.6772 0.6264, -41.4835 0.6116999999999999, -41.3351 0.5929, -41.187799999999996 0.5671999999999999, -41.0092 0.5267999999999999, -40.895199999999996 0.5425, -40.7962 0.5529999999999999, -40.613499999999995 0.5646, -40.447399999999995 0.5660999999999999, -40.314099999999996 0.5614, -40.198499999999996 0.5529999999999999, -40.066199999999995 0.5383, -39.8553 0.5231, -39.7236 0.5068999999999999, -39.4471 0.4634, -39.2602 0.4256, -39.163399999999996 0.4021, -39.016999999999996 0.3617, -38.878 0.3170999999999999, -38.7374 0.2652, -38.6297 0.2202, -38.436499999999995 0.1311, -38.34949999999999 0.087, -38.18919999999999 -0.0016, -38.048 -0.0734, -37.8851 -0.1672, -37.7549 -0.2301, -37.6669 -0.2767999999999999, -37.550799999999995 -0.3428, -37.4519 -0.4046999999999999, -37.3555 -0.4697, -37.2602 -0.5389, -37.1618 -0.6007, -37.065 -0.6668, -36.9458 -0.7259999999999999, -36.8437 -0.7820999999999999, -36.6729 -0.8864, -36.4959 -1.0101, -36.351699999999994 -1.1227, -36.2756 -1.1877, -36.2132 -1.2433, -36.0943 -1.3593, -36.58 -4.6636, -36.60209999999999 -4.6565, -36.6688 -4.6084, -36.734899999999996 -4.5744, -36.842099999999995 -4.5352, -36.911899999999996 -4.5211, -36.9432 -4.5184999999999995, -36.956199999999995 -4.5081, -36.96659999999999 -4.4934, -37.03789999999999 -4.4083, -37.0702 -4.3785, -37.0988 -4.3565, -37.128499999999995 -4.337699999999999, -37.1764 -4.314699999999999, -37.227399999999996 -4.297999999999999, -37.2878 -4.2839, -37.3488 -4.2535, -37.3915 -4.238899999999999, -37.4071 -4.221699999999999, -37.4519 -4.154699999999999, -37.500299999999996 -4.1025, -37.5274 -4.0794999999999995, -37.5721 -4.050199999999999, -37.6117 -4.0302999999999995, -37.6539 -4.0150999999999994, -37.671099999999996 -4.0104, -37.7007 -3.9810999999999996, -37.782 -3.9125999999999994, -37.8137 -3.8802, -37.864799999999995 -3.8064999999999993, -37.922 -3.7421, -37.979299999999995 -3.671, -38.025099999999995 -3.6285999999999996, -38.0694 -3.5988, -38.086099999999995 -3.5736999999999997, -38.1288 -3.4941999999999998, -38.172999999999995 -3.4370999999999996, -38.21939999999999 -3.3941999999999997, -38.2719 -3.3566, -38.31929999999999 -3.3303999999999996, -38.3698 -3.311, -38.430699999999995 -3.2969, -38.4938 -3.2926999999999995, -38.50619999999999 -3.2853999999999997, -38.53119999999999 -3.2592, -38.565599999999996 -3.2293999999999996, -38.6109 -3.1995999999999998, -38.64319999999999 -3.1832999999999996, -38.6874 -3.1321, -38.7203 -3.1005999999999996, -38.74209999999999 -3.0839, -38.80409999999999 -3.0462, -38.852 -3.0246999999999997, -38.8942 -3.0105999999999997, -38.939499999999995 -2.9629999999999996, -39.00299999999999 -2.9084999999999996, -39.0629 -2.8682, -39.1113 -2.8457, -39.1722 -2.8152999999999997, -39.2222 -2.796, -39.263299999999994 -2.7855, -39.348699999999994 -2.73, -39.3951 -2.6943999999999995, -39.4325 -2.6713999999999998, -39.5502 -2.6199999999999997, -39.576299999999996 -2.6064, -39.671 -2.5441, -39.7918 -2.4855, -39.8413 -2.4671, -39.9152 -2.4471999999999996, -40.085 -2.4231, -40.138099999999994 -2.4116, -40.1922 -2.4069, -40.2375 -2.409, -40.355199999999996 -2.4052999999999995, -40.437999999999995 -2.3859999999999997, -40.491099999999996 -2.3811999999999998, -40.5182 -2.3817999999999997, -40.5843 -2.3907, -40.628 -2.4027, -40.675399999999996 -2.42, -40.7238 -2.4446, -40.815999999999995 -2.4519, -40.9295 -2.4504, -40.993 -2.4593, -41.027899999999995 -2.4682, -41.06229999999999 -2.4807, -41.079 -2.4880999999999998, -41.117 -2.4886, -41.1919 -2.4880999999999998, -41.267399999999995 -2.4833999999999996, -41.4476 -2.4912, -41.5012 -2.4524999999999997, -41.5627 -2.4173999999999998, -41.616299999999995 -2.3797, -41.6715 -2.3503, -41.7048 -2.3378, -41.747499999999995 -2.3262, -41.9417 -2.2906, -41.99479999999999 -2.2806999999999995, -42.7014 -2.1475999999999997, -42.757099999999994 -2.1203999999999996, -42.840399999999995 -2.0868999999999995, -42.8852 -2.0659, -42.94199999999999 -2.0361, -42.990399999999994 -2.0172, -43.036699999999996 -1.9952, -43.16329999999999 -1.9469999999999998, -43.2148 -1.9323, -43.282999999999994 -1.9212999999999998, -43.438199999999995 -1.8798999999999997, -43.6553 -1.7144, -43.698499999999996 -1.6814, -44.3702 -1.1668, -44.413399999999996 -1.1342999999999999, -44.621199999999995 -0.9754999999999999, -44.68939999999999 -0.9319999999999999, -44.7295 -0.9099999999999998, -44.78939999999999 -0.8868999999999999, -45.1684 -0.7762999999999999, -45.22 -0.7615999999999999, -46.0291 -0.5252, -46.0807 -0.51, -46.8961 -0.281, -46.9481 -0.2663, -47.19539999999999 -0.1966, -47.7505 -0.022, -47.802 -0.0063, -48.109199999999994 0.0902, -48.1165 0.0954, -48.43879999999999 0.4969, -48.47319999999999 0.5394, -49.004799999999996 1.2014, -49.0387 1.2437999999999998, -49.5708 1.9055999999999997, -49.605199999999996 1.9480999999999997, -49.6224 1.9685, -49.680699999999995 2.0250999999999997, -50.127399999999994 2.4478, -50.20869999999999 2.5524999999999998, -50.241499999999995 2.5959999999999996, -50.5362 2.9859999999999998, -50.5684 3.0414999999999996, -50.61059999999999 3.2226, -50.62519999999999 3.3383, -50.637699999999995 3.3941999999999997, -50.642399999999995 3.4576, -50.63819999999999 3.8468, -50.640299999999996 3.890199999999999, -50.6523 3.9775, -50.669999999999995 4.0653, -50.695499999999996 4.1443, -50.731899999999996 4.2269, -50.7538 4.276, -50.788199999999996 4.3492, -50.817299999999996 4.3941, -50.8897 4.4882, -50.94069999999999 4.537299999999999, -50.972 4.5656, -51.005799999999994 4.5912, -51.12559999999999 4.6716, -51.18599999999999 4.705, -51.2844 4.7865, -51.314099999999996 4.8053, -51.3572 4.8266, -49.3846 7.051799999999999)))"
geomorfologia_5000.2,16,6000160,122,Planaltos do Norte de Roraima,Planaltos,Amazônia Setentrional,Crátons Neoproterozóicos,4847.0909,369.8232,2,0,"MULTIPOLYGON (((-60.5527 5.161499999999999, -60.45989999999999 5.173, -60.41109999999999 5.172, -60.3234 5.1769, -60.2369 5.205299999999999, -60.1501 5.2505, -60.1251 5.2261999999999995, -60.0895 5.2355, -60.0807 5.174999999999999, -60.07109999999999 5.153, -60.013200000000005 5.104799999999999, -59.9989 5.0643, -60.01369999999999 4.9238, -60.0014 4.874899999999999, -60.0115 4.798, -60.0105 4.688899999999999, -60.024899999999995 4.649, -60.0595 4.6045, -60.09539999999999 4.5801, -60.1284 4.5322, -60.127199999999995 4.524299999999999, -60.1891 4.543799999999999, -60.3777 4.615099999999999, -60.406899999999986 4.6305, -60.452299999999994 4.6639, -60.477 4.681299999999999, -60.487899999999996 4.6851, -60.50169999999999 4.681699999999999, -60.53189999999999 4.6639, -60.58 4.677199999999999, -60.6292 4.672, -60.64489999999999 4.6647, -60.653999999999996 4.654399999999999, -60.702400000000004 4.5636, -60.7133 4.5512, -60.72259999999999 4.5565, -60.7435 4.5874999999999995, -60.757600000000004 4.5911, -60.88359999999999 4.5209, -60.909299999999995 4.518, -60.963499999999996 4.5278, -60.94409999999999 4.55, -60.921 4.6064, -60.86879999999999 4.688999999999999, -60.719699999999996 4.741199999999999, -60.6684 4.7787, -60.63709999999999 4.8266, -60.61599999999999 4.8713999999999995, -60.5815 4.907499999999999, -60.5703 4.9642, -60.58309999999999 4.994599999999999, -60.61619999999999 5.0187, -60.63089999999999 5.0441, -60.629 5.0525, -60.6017 5.0687, -60.604899999999994 5.0771, -60.6973 5.1777, -60.69259999999999 5.1781, -60.6466 5.1818, -60.5527 5.161499999999999)))"
geomorfologia_5000.7,56,6000160,3,Planícies Fluviomarinhas,Planícies,Costeiros,Depósitos Sedimentares Quartenários,7340.185,791.8189,7,0,"MULTIPOLYGON (((-51.51689999999999 4.430499999999999, -51.4951 4.4298, -51.44879999999999 4.404599999999999, -51.315 4.283799999999999, -51.2602 4.2162, -51.215599999999995 4.1423, -51.1844 4.0721, -51.1588 3.9480999999999997, -51.14829999999999 3.8973999999999998, -51.171499999999995 3.7583999999999995, -51.180699999999995 3.6373999999999995, -51.17589999999999 3.4821999999999997, -51.167699999999996 3.4246999999999996, -51.15579999999999 3.4798999999999998, -51.1607 3.6333, -51.152899999999995 3.7138999999999993, -51.1198 3.8459, -51.1018 3.8823, -51.08279999999999 3.8951, -51.08279999999999 3.8952, -51.0682 3.8795, -51.0479 3.835, -51.0624 3.7563, -51.065799999999996 3.6554, -51.05519999999999 3.522, -51.0595 3.3957999999999995, -51.00449999999999 3.1834, -51.00489999999999 3.1193999999999997, -50.989 3.0448, -50.960699999999996 2.9848999999999997, -50.9541 2.9324, -50.9227 2.8674, -50.9077 2.8129999999999997, -50.879999999999995 2.7884999999999995, -50.8658 2.7611, -50.8597 2.7406999999999995, -50.8625 2.7070999999999996, -50.828399999999995 2.6216999999999997, -50.8201 2.5692999999999997, -50.796499999999995 2.5229999999999997, -50.7581 2.4644999999999997, -50.745999999999995 2.3731999999999998, -50.699299999999994 2.2621999999999995, -50.684999999999995 2.2137, -50.72749999999999 2.2508, -50.7945 2.4879, -50.9292 2.5002, -50.93249999999999 2.5526999999999997, -50.9972 2.6041999999999996, -50.9863 2.6693, -50.992 2.6959999999999997, -51.0543 2.8079, -51.06779999999999 2.8223, -51.099799999999995 2.8441, -51.1066 2.8534999999999995, -51.1008 2.8630999999999998, -51.0736 2.8843, -51.0674 2.8995999999999995, -51.083 2.9921999999999995, -51.092 3.0229, -51.1091 3.0483999999999996, -51.170899999999996 3.1193999999999997, -51.283699999999996 3.1874, -51.31249999999999 3.2051, -51.3291 3.2215999999999996, -51.37409999999999 3.3284, -51.44649999999999 3.4278, -51.467299999999994 3.4466, -51.503699999999995 3.4551999999999996, -51.514399999999995 3.4627, -51.515499999999996 3.4859, -51.50129999999999 3.5494, -51.508599999999994 3.5563999999999996, -51.539899999999996 3.5582, -51.544399999999996 3.5654999999999997, -51.5071 3.6260000000000003, -51.499 3.6459999999999995, -51.4978 3.6612, -51.50099999999999 3.6748, -51.5158 3.684799999999999, -51.6151 3.6803999999999992, -51.63369999999999 3.6833999999999993, -51.6408 3.6939999999999995, -51.6447 3.720799999999999, -51.6528 3.7283999999999997, -51.6981 3.7200999999999995, -51.736799999999995 3.6976, -51.7553 3.7017999999999995, -51.7699 3.7193999999999994, -51.7748 3.7450999999999994, -51.77139999999999 3.7622, -51.7576 3.7836000000000003, -51.7316 3.801999999999999, -51.65879999999999 3.8345, -51.6386 3.8395999999999995, -51.576899999999995 3.8210999999999995, -51.5798 3.8341, -51.5995 3.8667999999999996, -51.6487 3.8957999999999995, -51.682 3.9298999999999995, -51.6926 3.950799999999999, -51.69989999999999 3.9878999999999993, -51.666 4.000799999999999, -51.645199999999996 4.0203, -51.602399999999996 4.092999999999999, -51.5801 4.1815, -51.572 4.1965, -51.562799999999996 4.2021999999999995, -51.560199999999995 4.2017999999999995, -51.5453 4.1905, -51.482099999999996 4.0199, -51.448499999999996 3.9681999999999995, -51.426899999999996 3.9607, -51.5181 4.1997, -51.546 4.3168999999999995, -51.531299999999995 4.404, -51.51689999999999 4.430499999999999)))"
geomorfologia_5000.269,923,6000160,000Magua,Massa Dagua Continental,,,,42.0174,28.2169,269,0,"MULTIPOLYGON (((-55.7934 -2.1673999999999998, -55.75279999999999 -2.1569, -55.7499 -2.1704999999999997, -55.769299999999994 -2.2002, -55.7613 -2.2123, -55.7651 -2.2255999999999996, -55.831599999999995 -2.205, -55.82379999999999 -2.1715, -55.7934 -2.1673999999999998)))"
geomorfologia_5000.3,17,6000160,121,Planalto do Divisor dos Rios Amazonas/Orinoco,Planaltos,Amazônia Setentrional,Crátons Neoproterozóicos,16973.5362,1454.3077,3,0,"MULTIPOLYGON (((-60.963499999999996 4.5278, -60.909299999999995 4.518, -60.88359999999999 4.5209, -60.757600000000004 4.5911, -60.7435 4.5874999999999995, -60.72259999999999 4.5565, -60.7133 4.5512, -60.702400000000004 4.5636, -60.653999999999996 4.654399999999999, -60.64489999999999 4.6647, -60.6292 4.672, -60.58 4.677199999999999, -60.53189999999999 4.6639, -60.50169999999999 4.681699999999999, -60.487899999999996 4.6851, -60.477 4.681299999999999, -60.452299999999994 4.6639, -60.406899999999986 4.6305, -60.3777 4.615099999999999, -60.1891 4.543799999999999, -60.127199999999995 4.524299999999999, -60.125499999999995 4.513699999999999, -60.07659999999999 4.5194, -60.03999999999999 4.5001, -60.00319999999999 4.4925999999999995, -59.8834 4.4361999999999995, -59.848 4.4371, -59.813 4.4246, -59.767399999999995 4.4319999999999995, -59.75289999999999 4.406499999999999, -59.681599999999996 4.3629, -59.660199999999996 4.340599999999999, -59.6659 4.3122, -59.70639999999999 4.2376, -59.70519999999999 4.2141, -59.67749999999999 4.1782, -59.642599999999995 4.1623, -59.6245 4.1451, -59.61229999999999 4.0927999999999995, -59.5978 4.0672999999999995, -59.56969999999999 4.0448, -59.5372 3.9986999999999995, -59.496 3.9658999999999995, -59.50159999999999 3.9441999999999995, -59.544799999999995 3.8931999999999993, -59.55319999999999 3.8245999999999998, -59.6215 3.7809, -59.64099999999999 3.7410999999999994, -59.6419 3.7362999999999995, -59.7956 3.7020999999999993, -59.8192 3.7021999999999995, -59.83979999999999 3.7200999999999995, -59.883199999999995 3.7849, -59.886 3.8120999999999996, -59.8759 3.8850000000000002, -59.879599999999996 3.8960999999999992, -59.89039999999999 3.9038999999999997, -60.0156 3.9386999999999994, -60.04249999999999 3.9414, -60.0484 3.9385, -60.05649999999999 3.9265, -60.059 3.9037, -60.0544 3.8931, -60.02959999999999 3.8746, -60.0257 3.8666, -60.03869999999999 3.8603, -60.0532 3.8593, -60.087799999999994 3.8681999999999994, -60.2127 3.9169, -60.2442 3.9394999999999993, -60.2504 3.9513, -60.2377 3.9603, -60.15939999999999 3.9924999999999997, -60.15299999999999 3.9985, -60.1547 4.0047, -60.378499999999995 4.1677, -60.4092 4.180199999999999, -60.5237 4.1929, -60.663999999999994 4.2528, -60.7652 4.271599999999999, -60.80069999999999 4.2798, -60.8488 4.3065, -60.890699999999995 4.3041, -60.90769999999999 4.3084, -60.9852 4.3649, -61.00469999999999 4.3746, -61.025699999999986 4.3758, -61.101 4.364, -61.11019999999999 4.358599999999999, -61.11379999999999 4.3449, -61.1082 4.3082, -61.101 4.2927, -61.08539999999999 4.2806, -61.0168 4.245, -61.009899999999995 4.2358, -61.0105 4.2074, -61.00569999999999 4.2002, -60.99069999999999 4.196, -60.95649999999999 4.2017, -60.8847 4.2162999999999995, -60.8642 4.2116999999999996, -60.8381 4.198799999999999, -60.84009999999999 4.1943, -60.8503 4.1894, -60.9422 4.160699999999999, -60.974799999999995 4.1621999999999995, -61.10549999999999 4.1876999999999995, -61.1256 4.1851, -61.1697 4.166099999999999, -61.1864 4.1644, -61.2037 4.1743999999999994, -61.26469999999999 4.231, -61.278 4.2379999999999995, -61.28349999999999 4.2285, -61.28789999999999 4.187099999999999, -61.2955 4.1733, -61.3157 4.167599999999999, -61.4556 4.162599999999999, -61.4871 4.187799999999999, -61.501000000000005 4.194399999999999, -61.5186 4.1956999999999995, -61.5724 4.1895, -61.59669999999999 4.1767, -61.6692 4.1022, -61.693499999999986 4.0832, -61.774899999999995 4.0542, -61.788199999999996 4.0546, -61.8177 4.066, -61.82199999999999 4.0407, -61.818299999999994 4.024699999999999, -61.762899999999995 4.004099999999999, -61.747899999999994 3.9879999999999995, -61.743799999999986 3.9761, -61.75149999999999 3.9611999999999994, -61.7913 3.9298999999999995, -61.80799999999999 3.9194, -61.82619999999999 3.9154, -61.871399999999994 3.9199, -61.8852 3.925, -61.88729999999999 3.9335, -61.8841 3.9562999999999993, -61.9347 3.9495999999999998, -62.0016 3.9781999999999997, -62.01199999999999 3.9778, -62.0136 3.9665999999999992, -62.009699999999995 3.9493, -61.982899999999994 3.8743, -61.9747 3.8682999999999996, -61.9649 3.8669, -61.9134 3.8728, -61.7131 3.8407999999999998, -61.6884 3.8257, -61.6376 3.7762, -61.67269999999999 3.8474, -61.67399999999999 3.8577, -61.66959999999999 3.8655, -61.6405 3.8825999999999996, -61.6188 3.8872, -61.562 3.8746, -61.54759999999999 3.8673999999999995, -61.5457 3.8583999999999996, -61.552299999999995 3.8435999999999995, -61.627599999999994 3.7244, -61.6463 3.7011, -61.65839999999999 3.6967, -61.673300000000005 3.6991999999999994, -61.750699999999995 3.7293999999999996, -61.7861 3.7422999999999997, -61.8109 3.7466999999999997, -61.967 3.7549999999999994, -62.0041 3.7601, -62.0242 3.7739, -62.05369999999999 3.8219999999999996, -62.0627 3.8301, -62.06969999999999 3.8225999999999996, -62.0846 3.7851999999999997, -62.09759999999999 3.7742999999999998, -62.2026 3.7593999999999994, -62.249599999999994 3.7342999999999997, -62.2631 3.7403999999999997, -62.294399999999996 3.7819999999999996, -62.31139999999999 3.7918999999999996, -62.3255 3.7935, -62.3382 3.7898999999999994, -62.346599999999995 3.7807999999999997, -62.352799999999995 3.7609999999999997, -62.35389999999999 3.6869, -62.3508 3.6687999999999996, -62.3382 3.6590999999999996, -62.27009999999999 3.6524999999999994, -62.2527 3.6462, -62.240500000000004 3.6256999999999993, -62.2249 3.5677999999999996, -62.235099999999996 3.5461999999999994, -62.27599999999999 3.5061999999999998, -62.29259999999999 3.4958, -62.31239999999999 3.4924999999999997, -62.3838 3.4938, -62.3977 3.4903999999999997, -62.41559999999999 3.4789999999999996, -62.42079999999999 3.4712, -62.4178 3.4664999999999995, -62.38819999999999 3.4604999999999997, -62.37659999999999 3.453, -62.36649999999999 3.4253, -62.35399999999999 3.4141999999999997, -62.308699999999995 3.3911999999999995, -62.302699999999994 3.3743, -62.30879999999999 3.3571, -62.32759999999999 3.3503999999999996, -62.429899999999996 3.3495999999999997, -62.44209999999999 3.3533999999999997, -62.4627 3.3746, -62.4766 3.3803, -62.67459999999999 3.4117999999999995, -62.73159999999999 3.451, -62.7484 3.4578999999999995, -62.7681 3.4556, -62.834 3.4332999999999996, -62.853699999999996 3.4316999999999998, -62.871199999999995 3.441, -62.9233 3.4881999999999995, -62.943099999999994 3.4997999999999996, -62.98899999999999 3.5128999999999997, -63.018499999999996 3.5504, -63.03299999999999 3.5612, -63.12349999999999 3.5893999999999995, -63.13609999999999 3.6075, -63.138999999999996 3.6311999999999993, -63.0741 3.6421999999999994, -63.05469999999999 3.6086, -62.984199999999994 3.5919999999999996, -62.98329999999999 3.5900000000000003, -62.93139999999999 3.5789999999999997, -62.9195 3.5854, -62.88119999999999 3.6512, -62.84199999999999 3.6770999999999994, -62.81789999999999 3.7031999999999994, -62.795899999999996 3.7094999999999994, -62.763099999999994 3.6755, -62.733 3.6649, -62.71599999999999 3.6745, -62.707199999999986 3.6943, -62.7078 3.746, -62.7221 3.7862999999999998, -62.7258 3.8497, -62.7343 3.8449, -62.748999999999995 3.8634999999999997, -62.731 3.9247999999999994, -62.74869999999999 3.9600999999999997, -62.74779999999999 4.003399999999999, -62.718999999999994 4.0179, -62.66839999999999 4.0235, -62.6063 4.019, -62.532799999999995 3.9992, -62.515299999999996 4.0338, -62.522999999999996 4.069, -62.50019999999999 4.113599999999999, -62.44949999999999 4.1259, -62.423399999999994 4.1720999999999995, -62.40809999999999 4.1785, -62.364599999999996 4.167599999999999, -62.3185 4.1217, -62.2767 4.1091999999999995, -62.24309999999999 4.1102, -62.1763 4.0870999999999995, -62.16949999999999 4.092, -62.12989999999999 4.054499999999999, -62.1247 4.0626999999999995, -62.09759999999999 4.0722, -62.0681 4.115, -62.0391 4.1361, -61.961499999999994 4.1479, -61.886599999999994 4.1129999999999995, -61.8591 4.144099999999999, -61.80669999999999 4.1548, -61.79289999999999 4.1712, -61.79439999999999 4.1829, -61.75289999999999 4.2355, -61.73249999999999 4.245099999999999, -61.69729999999999 4.241099999999999, -61.6551 4.2502, -61.60199999999999 4.2141, -61.5685 4.2116999999999996, -61.49999999999999 4.2671, -61.49119999999999 4.2886999999999995, -61.4933 4.3472, -61.48779999999999 4.3705, -61.492599999999996 4.379, -61.4429 4.4247, -61.438 4.418, -61.38789999999999 4.4036, -61.3325 4.3974, -61.31549999999999 4.407099999999999, -61.2996 4.440199999999999, -61.270900000000005 4.4497, -61.27869999999999 4.4749, -61.30009999999999 4.4988, -61.28629999999999 4.5135, -61.2695 4.5132, -61.2693 4.5215, -61.22439999999999 4.497199999999999, -61.139199999999995 4.4721, -61.1085 4.4915, -61.066199999999995 4.502299999999999, -61.01569999999999 4.5046, -60.97 4.5203999999999995, -60.963499999999996 4.5278)))"
