FID,Identificacao_Ponto,Tipo_Ponto,Legenda_Vegetacao_Ponto,Latitude,Longitude,Nivel_Amostragem,Tecnica_Amostragem,Variavel_Medida_Amostragem,Forma_Geometrica_Usada_Amostra,Largura_Forma_Geometrica_Amostra_Primaria_metro,Comprimento_Forma_Geometrica_Amostra_Primaria_metro,Volume_Madeira_m3_ou_Lenha_m3stX100_por_Hectare,Total_Individuos_Ponto,Total_Especies_Ponto,the_geom
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2296,NA19YB/RB/A.1,Inventário,Asp, 01:21:28,-69:41:27,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,203.36,65,24,POINT (-69.69161311817727 1.3577012486747138)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2297,NA19YB/RB/A.15,Inventário,Asp, 01:20:18,-69:09:07,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,89.88,68,35,POINT (-69.1526190358184 1.337995984187871)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2298,NA19YB/RB/A.16,Inventário,Asp, 01:20:57,-69:09:07,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,103.54,100,43,POINT (-69.15261918213125 1.3489107023439277)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2299,NA19YB/RB/A.58,Inventário,Abc, 01:38:38,-69:03:26,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,136.99,89,36,POINT (-69.0579323388838 1.6436977912327668)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_229a,NA19YB/RB/A.7,Inventário,Dse, 01:37:56,-69:39:32,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,122.02,68,27,POINT (-69.6595309148479 1.6319727451491632)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_229b,NA19YB/RB/A.8,Inventário,Dse, 01:38:16,-69:40:48,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,95.72,46,23,POINT (-69.6807452755426 1.637556885526489)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_229c,NA19YB/RB/A.89,Inventário,Asp, 01:30:28,-69:28:54,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,89.93,52,28,POINT (-69.48237822150742 1.5075043622209277)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_229d,NA19YB/RB/A.90,Inventário,Asp, 01:39:28,-69:27:41,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,44.51,18,13,POINT (-69.46194488052927 1.657458922709696)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_229e,NA19YB/RB/A.91,Inventário,Asp, 01:29:35,-69:29:10,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,68.14,44,30,POINT (-69.4867589413299 1.4928871746919385)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_229f,NA19YB/RB/A.92,Inventário,Asp, 01:43:21,-69:40:41,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,49.8,52,18,POINT (-69.67887133800402 1.7222054035619656)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22a0,NA19YB/RB/A.93,Inventário,Asp, 01:42:05,-69:49:01,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,95.56,66,26,POINT (-69.8176654032115 1.7010811083448465)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22a1,NA19YB/RB/A.94,Inventário,Asp, 01:38:21,-69:28:00,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,100.53,57,32,POINT (-69.46734565036904 1.6389230490414297)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22a2,NA19YD/RB/A.10,Inventário,Abp, 00:05:00,-69:48:13,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,96.92,53,27,POINT (-69.8043528584432 0.0831056847873462)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22a3,NA19YD/RB/A.11,Inventário,Abp, 00:04:50,-69:48:42,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,46.89,37,17,POINT (-69.81231905299357 0.0802179202604541)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22a4,NA19YD/RB/A.13,Inventário,Abp, 00:07:15,-69:28:23,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,53.95,46,27,POINT (-69.47375197412201 0.1205645431491956)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22a5,NA19YD/RB/A.14,Inventário,Abp, 00:07:44,-69:28:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,39.71,35,26,POINT (-69.4777513542496 0.128619345144963)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22a6,NA19YD/RB/A.3,Inventário,Abp, 00:28:20,-69:53:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,62.52,52,27,POINT (-69.89693226075536 0.4719833025751001)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22a7,NA19YD/RB/A.34,Inventário,Abb, 00:19:48,-69:34:28,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,86.47,41,27,POINT (-69.57520322065896 0.3297444842111744)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22a8,NA19YD/RB/A.35,Inventário,Abb, 00:16:17,-69:20:06,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,133.48,69,29,POINT (-69.33558780546107 0.271283847821122)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22a9,NA19YD/RB/A.36,Inventário,Asp, 00:36:03,-69:11:08,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,111.3,62,26,POINT (-69.18623858816619 0.6005654755789721)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22aa,NA19YD/RB/A.39,Inventário,Abp, 00:36:35,-69:11:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,95.63,53,24,POINT (-69.18778563306742 0.609520308360011)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ab,NA19YD/RB/A.4,Inventário,Abp, 00:27:52,-69:54:03,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,207.21,67,25,POINT (-69.90148237767151 0.4641560143856343)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ac,NA19YD/RB/A.5,Inventário,Abp, 00:28:34,-69:54:26,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,126.61,45,28,POINT (-69.90793074783306 0.4759897731305205)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ad,NA19YD/RB/A.6,Inventário,Abp, 00:28:00,-69:54:29,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,138.99,74,35,POINT (-69.90868798554946 0.4664456847802048)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ae,NA19YD/RB/A.9,Inventário,Abp, 00:04:41,-69:47:53,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,65.53,47,21,POINT (-69.79861755158178 0.0779733244818079)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22af,NA19ZA/RB/A.40,Inventário,Dbe, 01:35:08,-68:09:32,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,127.86,71,28,POINT (-68.15960949499299 1.5853585527807792)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22b0,NA19ZA/RB/A.41,Inventário,Asp, 01:43:54,-68:07:25,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,186.77,87,38,POINT (-68.12416483475977 1.731480100121303)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22b1,NA19ZA/RB/A.47,Inventário,Abp, 01:04:44,-67:38:26,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,92.92,57,25,POINT (-67.64124078572843 1.0785995747153259)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22b2,NA19ZA/RB/A.50,Inventário,Abp, 01:17:07,-67:53:24,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,96.35,61,21,POINT (-67.89058504681527 1.285138612456746)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22b3,NA19ZA/RB/A.53,Inventário,Asc, 01:46:33,-68:10:19,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,194.16,79,33,POINT (-68.17273114056285 1.7756090830486815)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22b4,NA19ZA/RB/A.54,Inventário,Asc, 01:28:31,-68:16:24,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,109.11,92,30,POINT (-68.27395640428153 1.4749952001347326)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22b5,NA19ZA/RB/A.55,Inventário,Asc, 01:35:44,-68:46:21,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,89.13,66,40,POINT (-68.77329634838281 1.5952621720706772)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22b6,NA19ZA/RB/A.57,Inventário,Asc, 01:38:30,-68:55:53,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,132.26,60,23,POINT (-68.93205029154032 1.6414423990790077)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22b7,NA19ZA/RB/A.60,Inventário,Asc, 01:47:03,-67:40:30,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,172.04,84,27,POINT (-67.67575625503676 1.784066692405843)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22b8,NA19ZA/RB/A.85,Inventário,Asc, 01:25:42,-68:00:29,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,158.36,82,33,POINT (-68.00865765612969 1.4279990091470307)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22b9,NA19ZA/RB/A.86,Inventário,Asc, 01:11:28,-67:47:18,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,105.94,97,29,POINT (-67.7889999476145 1.1910437597551344)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ba,NA19ZA/RB/A.87,Inventário,Asp, 01:02:52,-67:31:34,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,100.13,90,25,POINT (-67.52671285494569 1.0474653219565713)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22bb,NA19ZA/RB/A.88,Inventário,Asp, 01:40:21,-67:48:43,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,124.56,95,26,POINT (-67.81263141938726 1.6724208053863459)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22bc,NA19ZB/RB/A.12,Inventário,Dse, 01:30:20,-67:06:07,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,98.69,61,29,POINT (-67.10268575533826 1.505233492371323)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22bd,NA19ZB/RB/A.2,Inventário,Abp, 01:33:39,-67:27:26,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,54.9,52,24,POINT (-67.45794258352727 1.5605066103802752)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22be,NA19ZB/RB/A.33,Inventário,Asp, 01:46:17,-67:18:55,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,149.04,91,18,POINT (-67.31592147867259 1.7712505080614442)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22bf,NA19ZB/RB/A.59,Inventário,Asc, 01:02:43,-67:12:15,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,161.32,71,29,POINT (-67.20484545366018 1.0450894725044306)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22c0,NA19ZB/RB/A.71,Inventário,Asp, 01:11:38,-66:51:30,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,79.32,66,24,POINT (-66.85895242251897 1.1936373593735785)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22c1,NA19ZB/RB/A.95,Inventário,Dau, 01:38:43,-67:18:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,101.37,69,31,POINT (-67.3133185963031 1.6452041245317086)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22c2,NA19ZB/RB/A.96,Inventário,Dau, 01:37:05,-67:10:53,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,92.99,56,25,POINT (-67.18193365632997 1.6178116253354946)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22c3,NA19ZB/RB/A.97,Inventário,Asp, 01:50:15,-67:26:51,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,66.45,60,14,POINT (-67.44808404721499 1.8372733027096755)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22c4,NA19ZB/RB/A.98,Inventário,Asp, 01:42:33,-67:13:25,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,79.91,63,20,POINT (-67.22433481677542 1.7088792087655593)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22c5,NA19ZB/RB/A.99,Inventário,Dbe, 01:11:34,-66:49:56,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,83.51,52,24,POINT (-66.8329279888835 1.1925973345220888)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22c6,NA19ZC/RB/A.17,Inventário,Abp, 00:13:25,-67:43:55,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,99.94,79,28,POINT (-67.73258385805252 0.2234879886803715)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22c7,NA19ZC/RB/A.18,Inventário,Abp, 00:13:03,-67:44:22,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,89.04,60,30,POINT (-67.74004043896552 0.2172336493113556)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22c8,NA19ZC/RB/A.37,Inventário,Asp, 00:08:52,-68:33:18,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,71.6,42,20,POINT (-68.55562230002224 0.1475338267389057)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22c9,NA19ZD/RB/A.100,Inventário,Asp, 00:39:14,-66:14:18,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,150.13,72,21,POINT (-66.23901386896972 0.6536940440341099)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ca,NA19ZD/RB/A.113,Inventário,Aap, 00:44:54,-66:00:34,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,38.05,45,21,POINT (-66.00998816350138 0.7480612193040724)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22cb,NA19ZD/RB/A.30,Inventário,Abb, 00:29:12,-66:10:53,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,92.75,70,33,POINT (-66.18213759728958 0.4864523347681317)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22cc,NA19ZD/RB/A.31,Inventário,Dbe, 00:28:33,-66:10:45,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,44.24,35,21,POINT (-66.17986364975113 0.475673770268356)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22cd,NA19ZD/RB/A.32,Inventário,Abb, 00:42:17,-66:04:44,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,37.9,39,13,POINT (-66.07963390704717 0.7046502336987838)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ce,NA19ZD/RB/A.38,Inventário,Asp, 00:10:54,-66:33:03,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,94.64,64,14,POINT (-66.55149299168858 0.1815064101700948)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22cf,NA19ZD/RB/A.42,Inventário,Abp, 00:10:09,-66:32:55,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,83.7,39,25,POINT (-66.54916689410572 0.1688450541890335)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22d0,NA19ZD/RB/A.46,Inventário,Asp, 00:58:13,-66:49:05,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,57.98,41,22,POINT (-66.81884949207875 0.97000108871579)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22d1,NA19ZD/RB/A.48,Inventário,Abp, 00:53:33,-67:06:59,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,52.67,39,21,POINT (-67.11697402777757 0.8923450208716079)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22d2,NA19ZD/RB/A.49,Inventário,Abp, 00:57:56,-67:10:24,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,69.36,52,27,POINT (-67.17406606447182 0.9652753482512609)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22d3,NA19ZD/RB/A.51,Inventário,Abp, 00:36:57,-67:13:22,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,127.18,74,29,POINT (-67.22358936994131 0.615752926698778)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22d4,NA19ZD/RB/A.52,Inventário,Asc, 00:28:49,-67:18:21,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,117.39,66,39,POINT (-67.3065969206828 0.4799798255350808)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22d5,NA19ZD/RB/A.56,Inventário,Asp, 00:12:54,-67:18:44,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,167.32,97,48,POINT (-67.31300041377443 0.2146674577672723)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22d6,NA19ZD/RB/A.61,Inventário,Asp, 00:16:17,-66:35:08,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,93.91,56,22,POINT (-66.58619999316068 0.2712442646430119)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22d7,NA19ZD/RB/A.62,Inventário,Asc, 00:15:38,-66:34:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,93.42,48,31,POINT (-66.57753588996636 0.2603326876389569)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22d8,NA19ZD/RB/A.63,Inventário,Asc, 00:03:14,-66:38:18,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,79.38,61,27,POINT (-66.63894084217104 0.0537570547609811)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22d9,NA19ZD/RB/A.66,Inventário,Asp, 00:02:31,-66:52:12,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,101.24,59,18,POINT (-66.87058647231525 0.0416644992447179)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22da,NA19ZD/RB/A.67,Inventário,Asc, 00:03:36,-66:59:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,71.33,43,20,POINT (-66.98795696597428 0.0598473905082207)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22db,NA19ZD/RB/A.68,Inventário,Asc, 00:03:56,-67:00:35,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,66.54,52,33,POINT (-67.01034895961433 0.0653022143473601)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22dc,NA19ZD/RB/A.69,Inventário,Asc, 00:12:36,-67:01:03,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,63.98,45,27,POINT (-67.01823605248222 0.2098727728417132)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22dd,NA19ZD/RB/A.70,Inventário,Asc, 00:31:18,-66:59:23,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,161.75,73,17,POINT (-66.99036234082978 0.5213648859386971)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22de,NA19ZD/RB/A.72,Inventário,Asc, 00:30:16,-66:58:51,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,110.59,48,24,POINT (-66.9814797588613 0.5042110484899183)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22df,NA19ZD/RB/A.73,Inventário,Asp, 00:15:45,-67:11:33,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,87.68,79,23,POINT (-67.19304472196123 0.2622679687855305)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22e0,NA19ZD/RB/A.74,Inventário,Asc, 00:17:01,-67:11:12,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,47.67,64,15,POINT (-67.18721083976384 0.2834424529107213)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22e1,NA19ZD/RB/A.77,Inventário,Asp, 00:37:40,-66:07:35,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,165.71,76,41,POINT (-66.12715355923234 0.6274902069833873)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22e2,NA19ZD/RB/A.78,Inventário,Dse, 00:01:36,-66:53:26,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,96.5,79,29,POINT (-66.89117182347108 0.0263954873375762)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22e3,NA19ZD/RB/A.79,Inventário,Asc, 00:55:14,-66:42:09,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,189.76,53,30,POINT (-66.70306855095293 0.920429386570768)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22e4,NA19ZD/RB/A.80,Inventário,Asp, 00:53:24,-66:50:34,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,215.11,87,30,POINT (-66.84348576493721 0.8899066106452345)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22e5,NA19ZD/RB/A.81,Inventário,Asp, 00:39:56,-66:15:54,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,132.87,87,34,POINT (-66.26560069299471 0.6652571766200787)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22e6,NA19ZD/RB/A.82,Inventário,Asc, 00:02:15,-66:07:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,151.7,65,29,POINT (-66.12130457549343 0.0372765467841991)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22e7,NA19ZD/RB/A.83,Inventário,Asp, 00:52:52,-66:50:17,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,59.45,54,17,POINT (-66.8386387335481 0.8807847313491587)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22e8,NA19ZD/RB/A.84,Inventário,Asc, 00:01:44,-66:07:11,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,132.46,83,38,POINT (-66.1202978195273 0.0287570878871819)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22e9,NA20VB/RB/A.1,Inventário,Dse, 03:31:18,-63:20:42,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,88.03,72,44,POINT (-63.34558634401968 3.5213977466752864)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ea,NA20VB/RB/A.74,Inventário,Dme, 03:04:08,-63:06:50,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,80.99,60,25,POINT (-63.11456346795051 3.068801836380264)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22eb,NA20VB/RB/A.75,Inventário,Dme, 03:04:37,-63:10:35,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,90.28,67,27,POINT (-63.17717269101735 3.0766654677100784)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ec,NA20VB/RB/A.76,Inventário,Dme, 03:19:15,-63:26:06,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,133.93,65,29,POINT (-63.43553372800103 3.3206233155198146)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ed,NA20VB/RB/A.77,Inventário,Dme, 03:02:36,-63:24:05,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,118.65,79,38,POINT (-63.402158775432646 3.0431475913143298)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ee,NA20VB/RB/A.89,Inventário,Amc, 03:00:57,-63:35:57,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,69.23,45,22,POINT (-63.599738497404076 3.0155041262860753)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22ef,NA20VB/RB/A.90,Inventário,Amc, 03:16:42,-63:46:38,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,79.46,56,32,POINT (-63.77795445413845 3.2782555019846646)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22f0,NA20VB/RB/A.91,Inventário,Dme, 03:20:50,-63:47:00,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,181.63,101,42,POINT (-63.78387812288032 3.3470847301793736)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_22f1,NA20VB/RB/A.92,Inventário,Amc, 03:25:55,-63:47:56,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,95.73,58,32,POINT (-63.79960237905626 3.4316372137591875)
