FID,Identificacao_Ponto,Tipo_Ponto,Legenda_Vegetacao_Ponto,Latitude,Longitude,Nivel_Amostragem,Tecnica_Amostragem,Variavel_Medida_Amostragem,Forma_Geometrica_Usada_Amostra,Largura_Forma_Geometrica_Amostra_Primaria_metro,Comprimento_Forma_Geometrica_Amostra_Primaria_metro,Volume_Madeira_m3_ou_Lenha_m3stX100_por_Hectare,Total_Individuos_Ponto,Total_Especies_Ponto,the_geom
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_277e,SB20XC/RB/A.50,Inventário,Dbe,-05:47:55,-61:47:53,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,120.07,52,36,POINT (-61.79860220523804 -5.799178613793101)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_277f,SB20XC/RB/A.51,Inventário,Dbe,-05:49:11,-61:35:12,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,76.58,44,19,POINT (-61.58744531184416 -5.8202859661010695)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2780,SB20XD/RB/A.113,Inventário,Dae,-05:57:36,-61:28:01,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,108.69,60,33,POINT (-61.4675613097075 -5.96043477374919)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2781,SB20XD/RB/A.114,Inventário,Dae,-05:54:46,-61:25:48,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,59.37,40,28,POINT (-61.43055008177642 -5.913205483390837)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2782,SB20XD/RB/A.115,Inventário,Dae,-05:53:27,-61:22:24,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,80.03,50,36,POINT (-61.37399996617105 -5.8913299443055775)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2783,SB20XD/RB/A.116,Inventário,Dae,-05:08:55,-60:24:40,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,94.52,50,32,POINT (-60.411684521583574 -5.149096897143278)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2784,SB20XD/RB/A.117,Inventário,Dae,-05:52:08,-60:15:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,155.11,61,40,POINT (-60.26432135798889 -5.869477996024299)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2785,SB20XD/RB/A.127,Inventário,Dse,-05:52:03,-60:05:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,151.2,59,37,POINT (-60.094131348119035 -5.867918469963534)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2786,SB20XD/RB/A.227,Inventário,Dae,-05:38:13,-61:02:23,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,103.36,59,38,POINT (-61.04028063876691 -5.63754479806432)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2787,SB20XD/RB/A.228,Inventário,Dae,-05:33:52,-61:05:58,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,157.61,70,30,POINT (-61.100019044131166 -5.5650135624089865)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2788,SB20XD/RB/A.229,Inventário,Dbe,-05:33:27,-61:06:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,123.69,54,31,POINT (-61.10458482522255 -5.557946646402302)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2789,SB20XD/RB/A.52,Inventário,Dbe,-05:17:42,-61:21:50,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,86.83,51,35,POINT (-61.36444051531075 -5.295407866654278)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_278a,SB20XD/RB/A.53,Inventário,Dbe,-05:40:14,-60:52:58,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,117.8,54,36,POINT (-60.883424631357855 -5.67110724924518)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_278b,SB20XD/RB/A.54,Inventário,Dbe,-05:54:02,-60:54:16,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,83.01,36,27,POINT (-60.905109234159866 -5.9010918817415)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_278c,SB20XD/RB/A.55,Inventário,Dbe,-05:39:06,-60:46:31,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,207.38,59,41,POINT (-60.775793878380874 -5.652247441462837)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_278d,SB20XD/RB/A.56,Inventário,Dbe,-05:29:22,-60:49:24,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,176.04,60,35,POINT (-60.824111226896704 -5.489909184021679)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_278e,SB20XD/RB/A.57,Inventário,Dae,-05:21:50,-60:45:10,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,58.23,31,21,POINT (-60.75333089049366 -5.364474989867575)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_278f,SB20XD/RB/A.58,Inventário,Dbe,-05:17:38,-60:34:08,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,95.76,46,28,POINT (-60.56955002246661 -5.294314916623134)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2790,SB20XD/RB/A.59,Inventário,Dbe,-05:27:37,-60:31:15,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,114.75,48,30,POINT (-60.521473968849484 -5.460796487968584)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2791,SB20XD/RB/A.60,Inventário,Dbe,-05:27:14,-60:27:47,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,143.13,47,24,POINT (-60.46360666273228 -5.454445513426884)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2792,SB20XD/RB/A.61,Inventário,Dbe,-05:35:07,-60:20:34,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,219.89,53,35,POINT (-60.343422771172165 -5.585667969213342)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2793,SB20XD/RB/A.62,Inventário,Dbe,-05:04:40,-60:17:54,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,171.24,44,25,POINT (-60.298928811989505 -5.078315708240707)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2794,SB20YA/RB/A.118,Inventário,Dbe,-06:04:55,-64:41:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,88.1,64,43,POINT (-64.69673959932014 -6.082579138095958)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2795,SB20YA/RB/A.230,Inventário,Dbe,-06:46:25,-64:52:35,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,83.44,43,25,POINT (-64.87717890464872 -6.774125040946568)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2796,SB20YA/RB/A.231,Inventário,Dae,-06:43:09,-64:34:45,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,129.71,72,40,POINT (-64.57975092893616 -6.719732356548299)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2797,SB20YA/RB/A.232,Inventário,Dae,-06:56:18,-64:33:59,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,139.52,54,36,POINT (-64.56697141285791 -6.9387165790388385)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2798,SB20YA/RB/A.233,Inventário,Dae,-06:49:35,-64:35:45,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,109.77,60,37,POINT (-64.59662033071675 -6.827032112658775)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2799,SB20YA/RB/A.63,Inventário,Dbe,-06:14:16,-65:54:43,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,154.75,78,44,POINT (-65.91251541637232 -6.238260338616192)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_279a,SB20YA/RB/A.64,Inventário,Dbe,-06:55:41,-65:43:51,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,107.91,58,36,POINT (-65.73149689354989 -6.928503590544164)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_279b,SB20YA/RB/A.65,Inventário,Dbe,-06:34:34,-65:16:52,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,167.45,88,41,POINT (-65.28180770928364 -6.576525790363178)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_279c,SB20YA/RB/A.66,Inventário,Dbe,-06:08:19,-65:03:31,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,99.68,49,32,POINT (-65.0592698182564 -6.139064781330832)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_279d,SB20YB/RB/A.119,Inventário,Dbe,-06:11:01,-64:01:01,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,87.81,47,34,POINT (-64.0177208044766 -6.184174048895796)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_279e,SB20YB/RB/A.184,Inventário,Aap,-06:25:01,-64:16:22,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,67.26,36,25,POINT (-64.27337622384579 -6.4173369533782605)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_279f,SB20YB/RB/A.194,Inventário,Dbe,-06:31:45,-63:51:48,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,141.64,59,27,POINT (-63.86408589627586 -6.529823164534156)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27a0,SB20YB/RB/A.195,Inventário,Abp,-06:53:07,-63:04:07,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,75.12,39,27,POINT (-63.0691899063713 -6.885845442526797)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27a1,SB20YB/RB/A.234,Inventário,Dae,-06:07:37,-64:16:56,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,115.11,58,26,POINT (-64.28289494027395 -6.127321797648621)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27a2,SB20YB/RB/A.235,Inventário,Dae,-06:40:38,-64:28:45,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,122.14,67,30,POINT (-64.47971009794 -6.677738519876739)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27a3,SB20YB/RB/A.236,Inventário,Dae,-06:34:47,-64:20:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,94.33,58,20,POINT (-64.34435497660864 -6.580287693612204)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27a4,SB20YC/RB/A.185,Inventário,Aap,-07:19:45,-64:52:51,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,61.28,48,22,POINT (-64.88145081701754 -7.329704611420691)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27a5,SB20YC/RB/A.186,Inventário,Aap,-07:14:37,-64:44:17,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,42.43,32,22,POINT (-64.73883151987415 -7.243992526058667)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27a6,SB20YC/RB/A.187,Inventário,Aap,-07:05:36,-64:37:23,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,58.59,42,25,POINT (-64.62370640571312 -7.093764560578174)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27a7,SB20YC/RB/A.200,Inventário,Abp,-07:24:19,-64:44:10,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,68.23,42,28,POINT (-64.73677727192225 -7.405907947503973)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27a8,SB20YC/RB/A.239,Inventário,Dae,-07:37:25,-65:26:44,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,69.17,65,22,POINT (-65.4463048168376 -7.624197504980264)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27a9,SB20YC/RB/A.240,Inventário,Dae,-07:31:55,-65:25:38,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,205.64,78,30,POINT (-65.4278931972312 -7.532350783432598)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27aa,SB20YC/RB/A.241,Inventário,Dae,-07:27:10,-65:17:03,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,115.76,69,34,POINT (-65.28494274293087 -7.453188817999666)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27ab,SB20YC/RB/A.242,Inventário,Dae,-07:23:53,-65:07:13,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,128.22,64,28,POINT (-65.12105077935992 -7.398509047483918)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27ac,SB20YC/RB/A.243,Inventário,Dae,-07:14:21,-64:59:12,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,90.53,63,16,POINT (-64.98739716904127 -7.239806346222606)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27ad,SB20YC/RB/A.84,Inventário,Dbe,-07:38:21,-65:55:44,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,172.97,51,35,POINT (-65.92962044430362 -7.639688725086514)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27ae,SB20YC/RB/A.85,Inventário,Dbe,-07:39:26,-65:46:32,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,147.51,57,35,POINT (-65.7761995510059 -7.657772721022802)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27af,SB20YC/RB/A.86,Inventário,Dbe,-07:37:54,-65:40:08,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,141.39,65,40,POINT (-65.66952475465015 -7.632127406092958)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27b0,SB20YC/RB/A.87,Inventário,Dbe,-07:20:37,-65:35:39,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,81.43,52,39,POINT (-65.59492898014865 -7.344007765645576)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27b1,SB20YC/RB/A.88,Inventário,Dbe,-07:01:22,-65:22:04,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,101.51,45,31,POINT (-65.36850575230802 -7.0232546876339645)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27b2,SB20YD/RB/A.188,Inventário,Abp,-07:13:55,-63:08:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,64.11,62,25,POINT (-63.14755432228068 -7.232335083413794)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27b3,SB20YD/RB/A.189,Inventário,Abp,-07:23:48,-63:00:48,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,170.17,66,41,POINT (-63.014067328013745 -7.397207912115015)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27b4,SB20YD/RB/A.201,Inventário,Abp,-07:04:02,-63:59:08,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,157.22,77,45,POINT (-63.986352652608375 -7.067723916520226)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27b5,SB20YD/RB/A.202,Inventário,Abp,-07:01:33,-63:06:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,128.56,69,38,POINT (-63.113455647100075 -7.026323527613653)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27b6,SB20YD/RB/A.203,Inventário,Abp,-07:01:41,-63:06:31,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,70.74,44,28,POINT (-63.10940104928972 -7.028572023490848)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27b7,SB20YD/RB/A.204,Inventário,Abp,-07:06:52,-63:06:39,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,104.95,67,37,POINT (-63.11137885813544 -7.114912716809609)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27b8,SB20YD/RB/A.205,Inventário,Abp,-07:25:15,-63:12:34,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,89.37,64,31,POINT (-63.210192182005976 -7.421417165055823)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27b9,SB20YD/RB/A.206,Inventário,Abp,-07:57:21,-64:16:04,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,86.47,41,26,POINT (-64.26832424063217 -7.956412410497711)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27ba,SB20ZA/RB/A.120,Inventário,Dbe,-06:14:57,-61:47:41,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,219.39,75,51,POINT (-61.79550033161845 -6.249646196185874)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27bb,SB20ZA/RB/A.121,Inventário,Dbe,-06:35:09,-61:39:18,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,109.03,42,32,POINT (-61.65558772130518 -6.5864849582683975)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27bc,SB20ZA/RB/A.196,Inventário,Abp,-06:17:31,-62:44:36,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,103.02,76,41,POINT (-62.74396487305486 -6.292560278470996)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27bd,SB20ZA/RB/A.197,Inventário,Abp,-06:10:31,-62:37:31,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,93.94,75,41,POINT (-62.62594868719109 -6.1757239951383465)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27be,SB20ZA/RB/A.198,Inventário,Abp,-06:38:06,-62:57:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,60.32,56,28,POINT (-62.96428710029554 -6.635422365218952)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27bf,SB20ZA/RB/A.199,Inventário,Abp,-06:44:10,-62:59:06,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,56.01,49,29,POINT (-62.985761395437024 -6.736629300930237)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27c0,SB20ZA/RB/A.67,Inventário,Dbe,-06:01:12,-62:30:51,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,132.97,53,34,POINT (-62.51487131170903 -6.0204385937088025)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27c1,SB20ZA/RB/A.68,Inventário,Dbe,-06:25:59,-62:50:55,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,78.83,66,37,POINT (-62.849268822958386 -6.433658564022215)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27c2,SB20ZA/RB/A.69,Inventário,Dbe,-06:05:55,-61:33:48,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,68.01,41,25,POINT (-61.56390288070188 -6.09906667108873)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27c3,SB20ZA/RB/A.70,Inventário,Dbe,-06:09:30,-61:31:34,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,99.01,60,29,POINT (-61.52679538689414 -6.158976936348448)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27c4,SB20ZA/RB/A.71,Inventário,Dbe,-06:22:13,-61:49:07,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,148.08,68,29,POINT (-61.819359638640414 -6.370867071724631)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27c5,SB20ZA/RB/A.72,Inventário,Dbe,-06:23:37,-61:43:06,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,231.4,65,31,POINT (-61.71896918740936 -6.39402907825484)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27c6,SB20ZA/RB/A.73,Inventário,Dbe,-06:29:40,-61:41:10,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,116.37,56,34,POINT (-61.68671902655993 -6.494996486140626)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27c7,SB20ZA/RB/A.74,Inventário,Dbe,-06:43:01,-61:37:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,88.5,45,28,POINT (-61.62771541256745 -6.717543086722951)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27c8,SB20ZA/RB/A.75,Inventário,Dbe,-06:52:48,-61:43:59,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,127.35,66,35,POINT (-61.73376260714394 -6.88064375784214)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27c9,SB20ZA/RB/A.76,Inventário,Dbe,-06:57:04,-61:50:02,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,177.28,88,49,POINT (-61.834592605725184 -6.951713603910883)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27ca,SB20ZA/RB/A.77,Inventário,Dbe,-06:52:28,-61:35:05,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,129.02,63,35,POINT (-61.58539743985447 -6.874943455203669)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27cb,SB20ZA/RB/A.78,Inventário,Dbe,-06:01:36,-62:30:47,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,107.54,78,42,POINT (-62.51379198618035 -6.027239784386987)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27cc,SB20ZB/RB/A.122,Inventário,Dse,-06:18:16,-60:22:30,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,108.94,60,35,POINT (-60.37570540746322 -6.305023533647788)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27cd,SB20ZB/RB/A.123,Inventário,Dae,-06:28:12,-60:23:12,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,130.29,60,38,POINT (-60.38737594885178 -6.4705558816891955)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27ce,SB20ZB/RB/A.124,Inventário,Dse,-06:45:31,-60:23:11,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,234.2,68,37,POINT (-60.38715571285647 -6.759042041430906)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27cf,SB20ZB/RB/A.128,Inventário,Dse,-06:57:32,-60:39:29,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,164.03,79,46,POINT (-60.65858244838293 -6.9595044828317025)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27d0,SB20ZB/RB/A.129,Inventário,Dse,-06:05:14,-60:22:20,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,144.62,67,39,POINT (-60.37296462165863 -6.087712691502168)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27d1,SB20ZB/RB/A.130,Inventário,Dse,-06:05:50,-60:09:58,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,98.72,50,33,POINT (-60.16687210682195 -6.097737541045463)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27d2,SB20ZB/RB/A.131,Inventário,Dse,-06:10:27,-60:04:43,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,96.82,47,32,POINT (-60.07928766832254 -6.174806794333755)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27d3,SB20ZB/RB/A.132,Inventário,Dse,-06:24:05,-60:17:01,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,98.66,47,27,POINT (-60.2841227551943 -6.401975305308682)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27d4,SB20ZB/RB/A.133,Inventário,Dse,-06:22:55,-60:07:36,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,72.57,39,29,POINT (-60.12727009011975 -6.382485850564752)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27d5,SB20ZB/RB/A.134,Inventário,Dse,-06:40:16,-60:06:05,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,69.09,35,31,POINT (-60.10190611809207 -6.671655811526985)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27d6,SB20ZB/RB/A.135,Inventário,Dse,-06:44:16,-60:21:01,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,96.37,55,41,POINT (-60.350911043932086 -6.738273545184669)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27d7,SB20ZB/RB/A.136,Inventário,Dse,-06:44:40,-60:03:44,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,123.5,46,26,POINT (-60.062898907338806 -6.744901431305807)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27d8,SB20ZB/RB/A.137,Inventário,Dse,-06:47:35,-60:17:20,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,92.61,54,30,POINT (-60.28949728827418 -6.793523770331153)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_27d9,SB20ZB/RB/A.138,Inventário,Dse,-06:53:59,-60:09:15,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,131.8,61,35,POINT (-60.15490567877667 -6.900197899828871)
