FID,id_objeto,nome,nomeabrev,geometriaaproximada,emduto,tensaoeletrica,numcircuitos,especie,posicaorelativa,operacional,situacaofisica,id_produtor,id_elementoprodutor,geom
BC250_2017_Trecho_Energia_L.109,109,LT 230 kV TERESINA /PIRIPIRI C-1 PI,,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250003,2150,"MULTILINESTRING ((-42.804447664 -5.12677450899997, -42.799342345 -5.12476694899993))"
BC250_2017_Trecho_Energia_L.110,110,LT 230 kV ITABAIANINHA /CATU C-1 SE/BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1854,"MULTILINESTRING ((-38.293421914999996 -12.213962508999899, -38.297560471999894 -12.222174319))"
BC250_2017_Trecho_Energia_L.111,111,LT 500 kV U.SOBRADINHO /S.JOAO PIAUI C-1 BA/PI,,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250003,1943,"MULTILINESTRING ((-40.823293636 -9.43043510499996, -40.823169741 -9.43023792199995, -40.8136514019999 -9.415000914999949, -40.807622239999894 -9.40811939799994, -40.784566465000005 -9.381752420999929, -40.782358997 -9.368078383999938, -40.7819910859999 -9.359248511999969, -40.779844936 -9.34312173299998, -40.777514831000005 -9.32392902599997, -40.777821424 -9.31657079999997, -40.777760105000006 -9.310193670999979, -40.779501943 -9.30615070899995, -40.783541403 -9.296388680999941, -40.789937215 -9.28393367799993, -40.793640054 -9.274676581999929, -40.7970062699999 -9.26828076999993, -40.802223907000005 -9.25784549799994, -40.808788029000006 -9.24303414299993, -40.8198965449999 -9.219134003999951, -40.82529011 -9.207961619999939, -40.831678304 -9.194728931999979, -40.836443927999895 -9.18513774499996, -40.841715355000005 -9.17406648499997, -40.860662788 -9.15597751299993, -40.88580339399989 -9.132799099999941, -40.894571947 -9.12445977699997, -40.928235832 -9.09324863399996, -40.9527019339999 -9.07098999999994, -40.965640149 -9.058542333999979, -40.9770454 -9.04867004699997, -40.9886959249999 -9.037264795999931, -41.007241982 -9.01991000399994, -41.027480198000006 -9.01259881599998, -41.076213799 -8.99405493999996, -41.118711106 -8.97699651099998, -41.193518331 -8.94934114799997, -41.284431362 -8.91448055799998, -41.3415433929999 -8.89286487199996, -41.402787836 -8.86838828699996, -41.423565921000005 -8.85968116099997, -41.509676132 -8.818331883999969, -41.545020893 -8.80113713599997, -41.612435225999896 -8.76879463199998, -41.6385002819999 -8.75692206699995, -41.708371007000004 -8.72294196799993, -41.7439195929999 -8.70628328899994, -41.756909175 -8.69992014899998))"
BC250_2017_Trecho_Energia_L.112,112,LT 500 kV RIB.GONCALVES/S.JOAO PIAUI C-1 PI,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1954,"MULTILINESTRING ((-42.208617982 -8.35821219799993, -42.205038923000004 -8.35619900499995))"
BC250_2017_Trecho_Energia_L.113,113,LT 230 kV CIC. DANTAS /CATU C-2 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1847,"MULTILINESTRING ((-38.3614912909999 -12.3490271819999, -38.350721215 -12.374710786000001))"
BC250_2017_Trecho_Energia_L.114,114,LT 230 kV ITABAIANINHA /CATU C-1 SE/BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1852,"MULTILINESTRING ((-38.297560471999894 -12.222174319, -38.3614912909999 -12.3490271819999))"
BC250_2017_Trecho_Energia_L.115,115,LT 230 kV C.GRANDE II /NATAL II C-4 PB/RN,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2124,"MULTILINESTRING ((-35.361564954 -6.185195104999929, -35.300239705 -6.050664750999939))"
BC250_2017_Trecho_Energia_L.116,116,LT 230 kV B. ESPERANCA /TERESINA C-2 PI,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2147,"MULTILINESTRING ((-42.917753627 -5.28331402799995, -42.917356129000005 -5.28275285399997, -42.916858576 -5.28211960499993, -42.914886982000006 -5.27961030399996, -42.9123430129999 -5.2755698829999496, -42.91032280300001 -5.27265180099994, -42.9080033019999 -5.26898549199996, -42.906207558999895 -5.266142232999929, -42.904486638 -5.26359826399994, -42.90224196 -5.2597074879999495, -42.900371395 -5.25656493799994, -42.898426006 -5.25304827499997, -42.8955827469999 -5.24855891799996, -42.8935625359999 -5.24526672299993, -42.891841616 -5.2421989949999706, -42.8896717599999 -5.23875715499997, -42.887427081999896 -5.2348663789999295, -42.885406870999894 -5.2317238289999795, -42.883237015000006 -5.22843163399995, -42.881216805 -5.22506461599994, -42.878747657999995 -5.22124866199994, -42.877251206 -5.21892916099995, -42.87508135 -5.21593625699995, -42.873061139 -5.21264406199998, -42.8713402189999 -5.21039938299998, -42.87021788 -5.20800505899996, -42.868796249999896 -5.20598484899995, -42.867599088 -5.2038149929999795, -42.866177458 -5.20142066899996, -42.8647558289999 -5.1995501029999796, -42.863034909 -5.1971557799999495, -42.861239166 -5.19446216599994, -42.859742712999896 -5.19176855099994, -42.858545551 -5.18997280799994, -42.856899454 -5.18705472599993, -42.8551785339999 -5.18443593499995, -42.853756904 -5.1822660789999295, -42.8526504669999 -5.1805142209999495))"
BC250_2017_Trecho_Energia_L.117,117,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2186,"MULTILINESTRING ((-42.3753694879999 -3.44204034399996, -42.372342765 -3.46782926599997, -42.368636572 -3.47338855499993, -42.382225944000005 -3.50149384699995, -42.387167534 -3.51292127299996, -42.385005588000006 -3.5314522349999597, -42.380063999 -3.58920706599997, -42.436583432 -3.6284309349999297, -42.5082364849999 -3.6729052439999395, -42.546533806 -3.7145999079999696))"
BC250_2017_Trecho_Energia_L.118,118,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1990,"MULTILINESTRING ((-39.126295387999996 -8.08556513799994, -39.113362349999896 -8.082916201999979, -39.053152175 -8.073019777999951, -39.002523860999894 -8.06469827399997, -38.973555349 -8.06045974799997, -38.907060036 -8.04885573099995, -38.8157178439999 -8.032825796999928, -38.770312294 -8.02659178199997))"
BC250_2017_Trecho_Energia_L.119,119,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1756,"MULTILINESTRING ((-41.2092514619999 -14.159954378999899, -41.204017489 -14.1560772249999, -41.201406381000005 -14.154179219999898, -41.198918162999995 -14.1512516779999, -41.201400199000005 -14.148196595999899, -41.20069884 -14.139521142000001, -41.1992891739999 -14.1225827329999, -41.1952636789999 -14.104055788))"
BC250_2017_Trecho_Energia_L.120,120,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1707,"MULTILINESTRING ((-39.4894138459999 -15.426503937999898, -39.489442729000004 -15.426487433, -39.490942 -15.425737797, -39.49251623399989 -15.425288016, -39.4933227139999 -15.4243202399999))"
BC250_2017_Trecho_Energia_L.121,121,LT 230 kV GOIANINHA /MUSSURE II C-2 PE/PB,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2066,"MULTILINESTRING ((-34.865497416 -7.17098400399993, -34.907335415999995 -7.20022550399995, -34.941497915999896 -7.29900100399993, -34.9495095 -7.34283452199998, -35.055179417000005 -7.57348700399996, -35.081432481 -7.5836013369999495))"
BC250_2017_Trecho_Energia_L.122,122,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1648,"MULTILINESTRING ((-42.048114638 -16.751177646, -42.04793538 -16.753465051, -42.037594805 -16.764559626999898, -42.035067866 -16.769703943000003))"
BC250_2017_Trecho_Energia_L.123,123,LT 500 kV OLINDINA /CAMACARI II C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1855,"MULTILINESTRING ((-38.32012142 -12.616255508999899, -38.31447192 -12.600347508999999, -38.277447419999895 -12.397208008999899, -38.293421914999996 -12.213962508999899))"
BC250_2017_Trecho_Energia_L.124,124,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2018,"MULTILINESTRING ((-34.9174912249999 -7.88788657999993, -34.911504565 -7.88517098199998, -34.901925745 -7.8808169729999795, -34.9010259799999 -7.88017866299998))"
BC250_2017_Trecho_Energia_L.125,125,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2158,"MULTILINESTRING ((-42.349409201999904 -5.19145027299993, -42.350480811999894 -5.1876230939999495, -42.35170550899989 -5.184331718999939, -42.353542556 -5.18234158499996, -42.3560684939999 -5.1793563849999495, -42.359359868999896 -5.17583537999997, -42.362421613 -5.17193165599997, -42.3651006389999 -5.1688699129999796, -42.367932751999895 -5.16527236399997, -42.3706883209999 -5.16213407599997, -42.3752043929999 -5.15692911199994, -42.3772710699999 -5.154479716999959, -42.3792612039999 -5.15203032199997, -42.381710599 -5.14904512099997, -42.38492543 -5.1453710289999295, -42.387451369000004 -5.1420031109999496, -42.388982241 -5.139706802999969, -42.3912785479999 -5.13687468999996, -42.393192138 -5.13511418699994, -42.395105728 -5.132741335999979, -42.396253881999904 -5.13052157099997, -42.3967131439999 -5.1273832839999605, -42.39747858 -5.12332647299996, -42.398167472 -5.11881040099996, -42.398703277 -5.11513630899998, -42.399019278 -5.11320870199995, -42.399468713 -5.11046714899993, -42.4006168669999 -5.10579798999993, -42.4024539129999 -5.10028685099996, -42.403678611 -5.09569423499994, -42.4052860259999 -5.0907189019999395, -42.406816897999896 -5.08582011099998, -42.407888508999996 -5.081992931999929, -42.410337904 -5.0787781009999495, -42.413399647999896 -5.07586944399998, -42.416461391000006 -5.0731138749999305, -42.4188342429999 -5.070434848999979, -42.42281451 -5.066760755999949, -42.4260293409999 -5.06431136099997, -42.42962689 -5.06155579199998, -42.4336837 -5.05987183299993, -42.438735578 -5.05765206799992, -42.441950409 -5.05642737099993, -42.4453183269999 -5.054973041999969, -42.448073896 -5.053518713999949, -42.451059097000005 -5.05237055999993, -42.453431947999896 -5.05137549299997, -42.456264061000006 -5.049997708999969, -42.457718389 -5.04915572899995, -42.45986161 -5.04846683699998, -42.461315938 -5.04724213899993, -42.462157917999896 -5.04509891899994, -42.461545569 -5.04226680599993, -42.449909817999995 -4.989144243999929))"
BC250_2017_Trecho_Energia_L.126,126,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1762,"MULTILINESTRING ((-42.490640071 -14.060323525999898, -42.4868613799999 -14.0563215, -42.484202404 -14.053525748))"
BC250_2017_Trecho_Energia_L.127,127,LT 230 kV RECIFE II /PAU FERRO C-2 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2002,"MULTILINESTRING ((-34.9719660439999 -7.942306408999969, -35.003305917 -8.05982350499994, -35.004811917 -8.09917150499996))"
BC250_2017_Trecho_Energia_L.128,128,LT 500 kV OLINDINA /CAMACARI II C-2 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1858,"MULTILINESTRING ((-38.3069981519999 -12.0518995579999, -38.30625013 -12.0670050809999, -38.3039927459999 -12.1008383029999, -38.302093241 -12.139984636000001, -38.302120769999895 -12.1445819899999, -38.2991751599999 -12.193060675, -38.297560471999894 -12.222174319))"
BC250_2017_Trecho_Energia_L.129,129,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2090,"MULTILINESTRING ((-35.463055142 -6.40657724199997, -35.4674513909999 -6.3993277419999695, -35.46908517 -6.3836712259999295))"
BC250_2017_Trecho_Energia_L.130,130,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1629,"MULTILINESTRING ((-42.462597175 -16.954152308999902, -42.457489773000006 -16.956652436, -42.445559155 -16.96222947, -42.4335579419999 -16.9677359089999, -42.430212199 -16.9693154249999, -42.421662623 -16.973383538, -42.4122028429999 -16.979878312, -42.4022488959999 -16.9857024299999, -42.399566272 -16.9857024299999, -42.395860015000004 -16.984996477, -42.386541426 -16.986267192999897, -42.382693979 -16.986761360999896, -42.3707474729999 -16.989066985, -42.3680549919999 -16.989803647))"
BC250_2017_Trecho_Energia_L.132,132,LT 500 kV P. AFONSO IV /OLINDINA C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1885,"MULTILINESTRING ((-38.360810688 -11.304245974, -38.377214792 -10.995930904, -38.3773332329999 -10.938111376999899, -38.376859468 -10.8810226759999, -38.376925268 -10.839864328, -38.377135831 -10.791435001000002, -38.376714705999994 -10.760271782, -38.375793496 -10.7374455139999, -38.375793496 -10.716481406000002, -38.376385703 -10.690779646, -38.376267260999995 -10.6713552749999, -38.376622585 -10.657260762, -38.3766024339999 -10.6557781079999))"
BC250_2017_Trecho_Energia_L.133,133,LT 230 kV P.AFONSO /ANGELIM C-4 BA/PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1923,"MULTILINESTRING ((-36.508484888999895 -9.00695955799995, -36.639184918000005 -9.04044450599997, -36.727796917999996 -9.06212250599998, -36.824551782 -9.08494471299997))"
BC250_2017_Trecho_Energia_L.134,134,LT 230 kV ITAPEBI SE /VERACEL C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1691,"MULTILINESTRING ((-39.509807383 -15.9602273409999, -39.469732425000004 -15.9989279669999, -39.392646015000004 -16.070231803))"
BC250_2017_Trecho_Energia_L.135,135,LT 230 kV CAMACARI II /COTEGIPE C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1827,"MULTILINESTRING ((-38.4058629199999 -12.789652009000001, -38.3798139199999 -12.6943795089999, -38.32945992 -12.627791009000001, -38.328216919999896 -12.6232805089999))"
BC250_2017_Trecho_Energia_L.136,136,LT 230 kV ANGELIM /MESSIAS C-1 PE/AL,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1910,"MULTILINESTRING ((-35.8285002699999 -9.37534327399993, -35.826925917 -9.37726200599997))"
BC250_2017_Trecho_Energia_L.137,137,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2042,"MULTILINESTRING ((-34.888666453 -7.59284141699993, -34.884568358 -7.59950342499997, -34.87024334499989 -7.59430863999995, -34.857649927999894 -7.60186469099995, -34.8423804089999 -7.60690205799995, -34.837185624 -7.6119394249999495, -34.8304166619999 -7.61792129799994, -34.817665827 -7.62421800699997, -34.80963752299989 -7.630042462999939))"
BC250_2017_Trecho_Energia_L.138,138,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1996,"MULTILINESTRING ((-39.218615267000004 -8.000222374999959, -39.191190993 -8.01798582499993, -39.158936305999895 -8.041358785999929, -39.134472607 -8.060992073999959, -39.124633376999995 -8.068343206999941))"
BC250_2017_Trecho_Energia_L.139,139,LT 230 kV RECIFE II /PIRAPAMA II C-2 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1974,"MULTILINESTRING ((-35.0044679169999 -8.10198250499997, -34.9931024169999 -8.26094200499995, -34.9928749169999 -8.26148300499995))"
BC250_2017_Trecho_Energia_L.140,140,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1645,"MULTILINESTRING ((-42.035067866 -16.769703943000003, -42.032798151 -16.774324604, -42.028072185000006 -16.784503607, -42.030822868 -16.7929684719999))"
BC250_2017_Trecho_Energia_L.141,141,LT 500 kV JARDIM SE /CAMACARI II C-1 SE/BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1881,"MULTILINESTRING ((-37.119376202 -10.906017564, -37.064013261 -10.906996052))"
BC250_2017_Trecho_Energia_L.142,142,LT 230 kV P.AFONSO /ANGELIM C-4 BA/PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1914,"MULTILINESTRING ((-38.0336378389999 -9.37224919899995, -38.163462919000004 -9.40135800599995))"
BC250_2017_Trecho_Energia_L.143,143,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1672,"MULTILINESTRING ((-39.172255322000005 -17.0004741069999, -39.168423606000005 -16.992174752, -39.168423606000005 -16.9679072229999, -39.158525009 -16.942681766, -39.146071935 -16.927674216000003, -39.136492647000004 -16.917775618999897, -39.135854028000004 -16.908515640999997, -39.140643672 -16.902768067999897, -39.143836768 -16.8874412079999, -39.144794696 -16.848804749, -39.1457526249999 -16.83251996, -39.14990364999989 -16.805697955, -39.147987792 -16.785900760999898, -39.146391244 -16.774724926, -39.1457526249999 -16.757801518, -39.141282291 -16.747264301, -39.134896098999896 -16.739281562000002, -39.124039573999895 -16.7233160829999, -39.1131830479999 -16.706392675, -39.107435474999896 -16.692981672000002, -39.105519618 -16.670949311, -39.097217569 -16.64093421, -39.0953017109999 -16.6217756349999, -39.0981754969999 -16.613154277, -39.097217569 -16.5687702449999, -39.091469995999894 -16.556636480999902, -39.089234829 -16.5483344309999, -39.090512067000006 -16.5429061679999, -39.092427925 -16.536519977, -39.086680351999995 -16.519277259000003, -39.083487256999895 -16.507782114, -39.084125876 -16.471380822, -39.075504517 -16.445836055, -39.071034182999895 -16.4423236499999, -39.066244539 -16.446474673999898, -39.0606115739999 -16.445766064999898))"
BC250_2017_Trecho_Energia_L.144,144,LT 230 kV CAMACARI II /PITUACU C-2 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1832,"MULTILINESTRING ((-38.397653305999896 -12.9359953119999, -38.3890914199999 -12.926939509, -38.320829419999896 -12.627447509000001, -38.3248789199999 -12.619080009))"
BC250_2017_Trecho_Energia_L.145,145,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1652,"MULTILINESTRING ((-43.8785835319999 -16.7668105999999, -43.879896994 -16.7636126049999, -43.882837133 -16.756745364, -43.883837382 -16.7545896889999, -43.885893236 -16.750592194, -43.8906574769999 -16.737733803))"
BC250_2017_Trecho_Energia_L.146,146,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250000,1647,"MULTILINESTRING ((-43.82789867221946 -17.117053391460082, -43.851726159 -16.996562735999902, -43.854139741000004 -16.9828314059999, -43.855346907999895 -16.9667250809999, -43.853227995999895 -16.954178874, -43.854957478 -16.942135111000002, -43.855558919 -16.9399298299999, -43.8566114399999 -16.935719747, -43.858014801 -16.9311006189999, -43.859979183 -16.919838162, -43.860764936 -16.909623375, -43.860766128 -16.879996799, -43.8610477559999 -16.8772307269999, -43.8621938049999 -16.865148963, -43.863280284 -16.8537902369999, -43.8633359459999 -16.851671696, -43.86396412399989 -16.844247778, -43.864363872999895 -16.838879714, -43.864876551 -16.833466791000003, -43.865962871 -16.821119417000002, -43.866191299 -16.818264063999898, -43.866307510999896 -16.8159069449999, -43.866650153 -16.8145363749999, -43.8667072599999 -16.8118523429999, -43.867291703999996 -16.806566985, -43.868291078 -16.799488089, -43.8677902969999 -16.792680099999902, -43.870131686 -16.784742218, -43.871902004999995 -16.781715544, -43.875100001 -16.775490874, -43.8785835319999 -16.7668105999999))"
BC250_2017_Trecho_Energia_L.147,147,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1719,"MULTILINESTRING ((-39.9866349989999 -14.838179448999899, -39.984655135000004 -14.825970291, -39.979903463 -14.799308128000002, -39.9774492569999 -14.7850159889999))"
BC250_2017_Trecho_Energia_L.148,148,LT 230 kV PAU FERRO /C.GRANDE II C-1 PE/PB,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2058,"MULTILINESTRING ((-35.030044018 -7.80202865199993, -35.6685804169999 -7.39000100399994, -35.864509917 -7.260301003999929))"
BC250_2017_Trecho_Energia_L.149,149,LT 230 kV PAU FERRO /MIRUEIRA C-1 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2015,"MULTILINESTRING ((-34.884813916000006 -7.945552504999969, -34.9174912249999 -7.88788657999993))"
BC250_2017_Trecho_Energia_L.150,150,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250000,1656,"MULTILINESTRING ((-42.871107257999896 -16.65854268, -42.868451931 -16.667940111, -42.865470264 -16.6811016419999, -42.8619330289999 -16.693698718, -42.865136924 -16.7071344079999, -42.867565683 -16.720880152999896, -42.872268174999896 -16.725427616999998, -42.881835537 -16.7303693129999, -42.88427216699989 -16.733371589999898, -42.9022858289999 -16.740420414000003, -42.91141153900001 -16.742517563000003, -42.915907901000004 -16.744577789999898, -42.9221352559999 -16.7471831, -42.9285430469999 -16.74645964, -42.94048014 -16.7450643949999, -42.945049313 -16.7445905289999, -42.955414426999894 -16.7432557449999, -42.9608084729999 -16.745772299000002, -42.967506548 -16.7487850479999, -42.978823532999996 -16.754624405, -42.98414613400001 -16.7645978219999, -42.98991641200001 -16.783855466000002, -42.990918264 -16.789022491, -42.993086035000005 -16.7949314759999, -42.9964966329999 -16.8060934339999, -43.00032063799989 -16.8176171219999, -43.003731236 -16.821182748000002, -43.005025224 -16.8256152499999, -43.007245186 -16.8335332469999, -43.008950485 -16.8395793079999, -43.009673945 -16.846038775, -43.009717958 -16.847877387, -43.009758512 -16.859448911, -43.009552258 -16.861648408, -43.00911318 -16.862933116, -42.98166368900522 -16.934787296048817, -42.95560716554566 -17.002995122870264, -42.9295506420861 -17.071202949691706, -42.89562632444148 -17.160006200306903, -42.868588544620174 -17.230782649304423, -42.838214575866665 -17.31029219722378, -42.81208666575414 -17.378686891969895, -42.78901847635184 -17.439072195108206, -42.75437139209975 -17.54135991240433, -42.70160461939751 -17.527626113073243, -42.653218702373515 -17.5144728478645, -42.60280417808182 -17.501963257928523))"
BC250_2017_Trecho_Energia_L.151,151,LT 230 kV ANGELIM /TACAIMBO C-2 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1956,"MULTILINESTRING ((-36.241625918000004 -8.82492350499996, -36.236265918 -8.81238000499997, -36.233338918 -8.74122300499994, -36.2051354179999 -8.410823004999939, -36.196776918 -8.32788300499993))"
BC250_2017_Trecho_Energia_L.152,152,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1978,"MULTILINESTRING ((-39.301460806 -8.51509477299993, -39.295157269 -8.500033873999941, -39.271778007 -8.443397043999939, -39.233651785999896 -8.349918602999939, -39.1896052239999 -8.24492853599997, -39.163357659000006 -8.181214528999929, -39.134212248000004 -8.109905387999959, -39.124904375999996 -8.09132426899993, -39.126295387999996 -8.08556513799994))"
BC250_2017_Trecho_Energia_L.153,153,LT 500 kV P.DUTRA /B. ESPERANCA C-1 MA/PI,,Não,Não,,,Distribuição,Emerso,Sim,Construída,250003,2076,"MULTILINESTRING ((-43.568169891000004 -6.74327011899993, -43.5641668289999 -6.7106790279999595, -43.562057438999894 -6.69637185999994))"
BC250_2017_Trecho_Energia_L.154,154,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2171,"MULTILINESTRING ((-42.9433579729999 -4.144485597999959, -42.947771873 -4.132659676999939, -42.9617631039999 -4.092018483999939, -42.956682954 -4.08427333899994, -42.955267175 -4.082108028999929, -42.952602178999896 -4.07677803699994, -42.949687339 -4.06828336099994, -42.94977062 -4.06578492699992, -42.949837816999896 -4.0595233499999495, -42.950769994000005 -4.054541973999959, -42.951930115 -4.05004022399993, -42.9527687409999 -4.04787948299997, -42.954267801999904 -4.045964016999959, -42.954517645 -4.04371542699994, -42.9539346769999 -4.04229964699994, -42.950683026 -4.035122720999939, -42.945190157999896 -4.013817499999959, -42.940359852 -4.00037951099995, -42.931127408 -3.99103120799992, -42.925581467 -3.98508912899996, -42.925977605 -3.97399724599995, -42.926373743999896 -3.9629053639999396, -42.925817204999895 -3.94414898199994))"
BC250_2017_Trecho_Energia_L.155,155,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2192,"MULTILINESTRING ((-41.76711863 -2.9172472399999396, -41.760532532999896 -2.93151711699994, -41.762338557999996 -2.94266632499995, -41.766277536 -2.9581408799999696, -41.772467358 -2.9975306549999297, -41.777373508000004 -3.0732369119999703, -41.774377089000005 -3.10083551199995, -41.772243896000006 -3.1266943339999798, -41.774534795 -3.1449932709999797, -41.781473870999896 -3.18063489099995, -41.784785703000004 -3.19814028799993, -41.782577815 -3.23346649599995, -41.7794236899999 -3.27525866099995, -41.7786351579999 -3.28566727499998, -41.7772158019999 -3.30837697999993, -41.774850208000004 -3.34039135599994, -41.7731154379999 -3.36341647299997, -41.769645899999894 -3.40757423199994, -41.767280305999996 -3.44148108299993, -41.765230124 -3.49336644999994, -41.766176361999996 -3.52522311899997, -41.7663340679999 -3.54241310399993, -41.766682798999994 -3.5783407469999697, -41.7675957179999 -3.62883614699996, -41.767753424999995 -3.66668565499998, -41.769172780999995 -3.71573230899997, -41.770084493999896 -3.80479867599996, -41.770907549999905 -3.8713884109999395, -41.771222963 -3.8970945349999497, -41.7718537879999 -3.9352594559999297, -41.772484613 -3.9729512569999796, -41.772642319999896 -3.98872188599995, -41.772800026000006 -4.00038004899994))"
BC250_2017_Trecho_Energia_L.202,202,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2126,"MULTILINESTRING ((-35.263556400999995 -6.00039929699994, -35.2629205489999 -6.00157020099994, -35.254548498 -6.03569425999996, -35.247130223999896 -6.05847895699998, -35.246052091 -6.05928274099995))"
BC250_2017_Trecho_Energia_L.156,156,LT 230 kV ANGELIM /MESSIAS C-3 PE/AL,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1938,"MULTILINESTRING ((-36.23598651 -8.833685872999979, -36.084507417999895 -9.01472200599994, -35.8985874169999 -9.265789005999979, -35.820609917 -9.37407200599995))"
BC250_2017_Trecho_Energia_L.157,157,LT 345 kV MONTESCLAROS2/IRAPE-SE C-1 MG,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1662,"MULTILINESTRING ((-43.7976973089999 -16.609066539, -43.4097238209999 -16.628465347000002))"
BC250_2017_Trecho_Energia_L.158,158,LT 500 kV USINA XINGO /MESSIAS C-1 AL,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1909,"MULTILINESTRING ((-37.770100095000004 -9.616108112999939, -37.6443189189999 -9.64213426799995, -37.596762419 -9.63975626799993, -35.8285002699999 -9.37534327399993))"
BC250_2017_Trecho_Energia_L.159,159,LT 230 kV FUNIL /ITAPEBI SE C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1708,"MULTILINESTRING ((-39.494678747 -15.422118192, -39.522350392 -15.944116892999899))"
BC250_2017_Trecho_Energia_L.160,160,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1874,"MULTILINESTRING ((-42.134938274 -11.3352812549999, -42.130654431 -11.307241554, -42.120918423 -11.278812411999999, -42.105340811000005 -11.251941030999898, -42.092489282 -11.236363418999899, -42.09247357700001 -11.236363418999899))"
BC250_2017_Trecho_Energia_L.161,161,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2037,"MULTILINESTRING ((-34.952577383999895 -7.83843795099995, -34.9519968499999 -7.83016533399996, -34.950980914000006 -7.823344052999969, -34.954464121999905 -7.81652277199993, -34.9779757709999 -7.79780053299993, -34.9973818409999 -7.783310767999979, -35.015480665999995 -7.770849281999969))"
BC250_2017_Trecho_Energia_L.162,162,LT 230 kV COTEGIPE /JACARACANGA C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1823,"MULTILINESTRING ((-38.46484092 -12.691963008999899, -38.40941092 -12.788147008999898))"
BC250_2017_Trecho_Energia_L.163,163,LT 230 kV ANGELIM /MESSIAS C-3 PE/AL,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1940,"MULTILINESTRING ((-36.237979918 -8.83130350499994, -36.23598651 -8.833685872999979))"
BC250_2017_Trecho_Energia_L.164,164,LT 230 kV CATU /CAMACARI II C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1844,"MULTILINESTRING ((-38.34612642 -12.3908600089999, -38.3296364199999 -12.607186509, -38.327406419999896 -12.6147685089999))"
