FID,id_objeto,nome,nomeabrev,geometriaaproximada,emduto,tensaoeletrica,numcircuitos,especie,posicaorelativa,operacional,situacaofisica,id_produtor,id_elementoprodutor,geom
BC250_2017_Trecho_Energia_L.509,509,LT 230 kV STO.A.JESUS /FUNIL C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1773,"MULTILINESTRING ((-39.46461098 -14.232539194000001, -39.471255201 -14.244796829999899, -39.4814624969999 -14.248052605999899, -39.491845782 -14.2510444, -39.5027570299999 -14.2440928789999, -39.5194758769999 -14.2333576189999, -39.533906882999894 -14.2235902919999, -39.537338646 -14.209511262000001, -39.542178313 -14.182937094, -39.545610075999896 -14.1736977309999, -39.550537736 -14.1576828349999, -39.5544094689999 -14.1468595809999, -39.5626808989999 -14.1235411879999, -39.567520566 -14.1112220369999, -39.5715682869999 -14.09987082, -39.57297619 -14.0955591169999, -39.584503395 -14.088607596, -39.596558564000006 -14.082360026999899, -39.633340029 -14.062825373, -39.640434058000004 -14.049172392999898, -39.639290752 -14.047266882, -39.63890965 -14.0434558609999, -39.63890965 -14.03983539, -39.640052956 -14.034881062000002, -39.640624609 -14.03087949, -39.642911222 -14.0285928769999, -39.644054529 -14.026115713, -39.641005712 -14.024019650999898, -39.639671854 -14.0232574469999, -39.640434058000004 -14.0196369769999, -39.639100201000005 -14.0143015469999, -39.638337997 -14.012205484999999, -39.639862405 -14.00953777, -39.641958466999895 -14.007060606, -39.640434058000004 -14.003440135999899, -39.639481303000004 -14.000453993999898, -39.637762005999896 -13.992549246, -39.634976654999896 -13.988744864999898, -39.6352483969999 -13.9837176469999, -39.631983266000006 -13.9580890469999, -39.618918283 -13.886682156999898, -39.604051233 -13.865282615999899, -39.583777983999894 -13.831493866, -39.573190842 -13.8197804329999, -39.5252108189999 -13.7704488589999, -39.511019544 -13.756482843, -39.50110817699989 -13.7461209599999, -39.494800944000005 -13.739588469000001, -39.486691644000004 -13.7339570099999))"
BC250_2017_Trecho_Energia_L.510,510,LT 500 kV U.SOBRADINHO /S.JOAO PIAUI C-2 BA/PI,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1942,"MULTILINESTRING ((-40.823293636 -9.43043510499996, -41.011612745 -9.27026137299993, -41.258267745 -9.09034237299994, -41.365058818 -9.00638278299994, -41.756909175 -8.69992014899998))"
BC250_2017_Trecho_Energia_L.511,511,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2005,"MULTILINESTRING ((-34.9719660439999 -7.942306408999969, -34.9578021949999 -7.94438550599995, -34.904828418 -7.952512989999949, -34.9012000769999 -7.947433311999929, -34.899168206 -7.94438550599995, -34.898732805 -7.94235363499996, -34.897571736 -7.93872529399994))"
BC250_2017_Trecho_Energia_L.512,512,LT 230 kV GOIANINHA /MUSSURE II C-3 PE/PB,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2064,"MULTILINESTRING ((-34.9741343489999 -7.46891516999995, -34.878178793 -7.21898920099994, -34.8768780359999 -7.209883906999949))"
BC250_2017_Trecho_Energia_L.513,513,LT 500 kV B.J.LAPA II /IBICOARA C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1795,"MULTILINESTRING ((-43.346658827999896 -13.304102806999898, -43.229942637 -13.30406455, -41.3727150559999 -13.437501111))"
BC250_2017_Trecho_Energia_L.514,514,LT 230 kV P.AFONSO /ANGELIM C-3 BA/PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1921,"MULTILINESTRING ((-36.824551782 -9.08494471299997, -37.089354918 -9.14360700599997, -37.385554919 -9.216860505999929, -37.743860919 -9.29966900599993, -38.0336378389999 -9.37224919899995))"
BC250_2017_Trecho_Energia_L.515,515,LT 500 kV ANGELIM II /RECIFE II C-1 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1973,"MULTILINESTRING ((-35.0077769169999 -8.10290050499998, -35.0465754169999 -8.105558004999981, -35.085936417 -8.13355250499995, -35.141217417 -8.164352004999959, -35.456317917 -8.354676004999929, -35.848811917000006 -8.57974800499994, -36.0304489169999 -8.691099504999949, -36.191148917999996 -8.78361750499994, -36.237343418 -8.82684100499995))"
BC250_2017_Trecho_Energia_L.516,516,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2185,"MULTILINESTRING ((-43.31883579 -3.73846763299997, -43.3097457329999 -3.7314050809999295, -43.310075567999895 -3.7310752449999396, -43.291996679 -3.72800225099996, -43.2509566649999 -3.72312620999998, -43.229972075999996 -3.7204604149999296, -43.209374868999895 -3.7178438319999696, -43.1939340719999 -3.7158798709999696, -43.190277040999895 -3.71384818699994, -43.164542379000004 -3.6965111519999696, -43.130274645 -3.67307906499997, -43.122283356 -3.66786440999994))"
BC250_2017_Trecho_Energia_L.517,517,LT 230 kV TACAIMBO /C.GRANDE II C-1 PE/PB,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2060,"MULTILINESTRING ((-36.208030418 -8.31399850499997, -36.124775918 -8.01817900499998, -35.8856404169999 -7.25648800399995))"
BC250_2017_Trecho_Energia_L.518,518,LT 500 kV ANGELIM II /RECIFE II C-2 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1975,"MULTILINESTRING ((-35.008535417 -8.10104400499995, -35.050182917 -8.09938050499994, -35.1504294169999 -8.16253650499993, -35.1871024169999 -8.18379600499998, -35.433712917 -8.32836100499998, -35.610167417 -8.429875504999929, -35.7733344169999 -8.52288600499998, -36.069904918 -8.70252900499997, -36.190776918 -8.778097504999948, -36.221042918 -8.80888050499993, -36.2376439179999 -8.82569250499995))"
BC250_2017_Trecho_Energia_L.519,519,LT 345 kV MONTESCLAROS2/IRAPE-SE C-1 MG,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1657,"MULTILINESTRING ((-42.871107257999896 -16.65854268, -42.541750308 -16.6765795389999))"
BC250_2017_Trecho_Energia_L.520,520,LT 500 kV CAMACARI II /SAPEACU C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1840,"MULTILINESTRING ((-39.106867161000004 -12.672391682, -39.057567289000005 -12.638540254, -39.01266944299989 -12.579000571999899, -38.997563811 -12.549338603))"
BC250_2017_Trecho_Energia_L.521,521,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2102,"MULTILINESTRING ((-35.16700073 -6.199565298999969, -35.1720673739999 -6.20766189699998, -35.215011885 -6.22171023399994, -35.230259471000004 -6.23124711399993, -35.231530447000004 -6.231511431999929))"
BC250_2017_Trecho_Energia_L.544,544,LT 230 kV RECIFE II /JOAIRAM C-2 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1980,"MULTILINESTRING ((-34.996941917 -8.09894150499997, -34.9480764159999 -8.072448504999949))"
BC250_2017_Trecho_Energia_L.522,522,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1902,"MULTILINESTRING ((-38.1723182659999 -9.425958886999979, -38.157306055999996 -9.46222121299996, -38.136933628 -9.506536984999968, -38.0414505009999 -9.67116772299994, -38.006066372 -9.732752314999969, -37.993484282999894 -9.753427233999961, -37.899643876 -9.886173576999969, -37.868176311 -9.92750007899997, -37.8121884 -10.027338281999999, -37.7943903949999 -10.0590758619999, -37.4987312379999 -10.55428511, -37.492401215 -10.552456435999899, -37.483961184 -10.558364458000002, -37.478615831 -10.567367158, -37.476505823 -10.577073194, -37.4812885069999 -10.591421246, -37.484249969000004 -10.603255073, -37.4725845099999 -10.6489025239999, -37.4322373959999 -10.6884255809999))"
BC250_2017_Trecho_Energia_L.565,565,LT 500 kV OLINDINA /CAMACARI II C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1859,"MULTILINESTRING ((-38.293421914999996 -12.213962508999899, -38.2958992009999 -12.18554524, -38.299395392 -12.1432330649999, -38.3069981519999 -12.0518995579999))"
BC250_2017_Trecho_Energia_L.523,523,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1685,"MULTILINESTRING ((-42.292215605 -16.1680834819999, -42.2878183619999 -16.174365259, -42.283922753 -16.18374546, -42.280628029 -16.1934279139999, -42.280353080999895 -16.202370399, -42.280224593 -16.207951595999898, -42.28049355 -16.2201219039999, -42.2794177219999 -16.2318887759999, -42.278409133000004 -16.245000433, -42.277333304 -16.2575741759999, -42.276257476000005 -16.2694755269999, -42.275383366 -16.2822509879999, -42.27437477699989 -16.295026448999998, -42.2733704839999 -16.308098248, -42.27222312 -16.3207790889999, -42.2713490099999 -16.3332183529999, -42.270138702999894 -16.3463972499999, -42.268928396 -16.3594416679999, -42.2679198069999 -16.372284368000003, -42.262876862 -16.385530504, -42.25756496 -16.3985076829999, -42.252387536 -16.412224493999897, -42.2470756339999 -16.425336151000003, -42.24216716699989 -16.438447808, -42.2333588229999 -16.4481302629999, -42.223878086 -16.458754067, -42.2145990669999 -16.4689744359999, -42.2052528089999 -16.479463761999998, -42.1970496179999 -16.4883393449999, -42.1877033599999 -16.498828671000002, -42.1788277759999 -16.508645605, -42.170086671 -16.518395298, -42.1612783269999 -16.525186464999898, -42.155092313999894 -16.536079226000002, -42.159059430999896 -16.550737387, -42.16652299 -16.570304013999902, -42.1712969779999 -16.582205363999897, -42.1760709659999 -16.5941739539999, -42.17674335899989 -16.60836144, -42.176964141 -16.618837750999898, -42.177389212 -16.6238708819999, -42.177953666 -16.6384173929999, -42.170422867999896 -16.6489739579999, -42.164908458999896 -16.6564544629999, -42.1630265479999 -16.659732240999997, -42.153209615 -16.674592119000003, -42.143275912 -16.683059101, -42.138224895 -16.688282108, -42.1334412699999 -16.691738132, -42.123422618999896 -16.7001430409999, -42.113336729 -16.708615188999897, -42.1033853169999 -16.716885619, -42.098749638 -16.720845031, -42.09397182 -16.7249543309999, -42.0858358679999 -16.7286524909999, -42.074539671000004 -16.7326196079999, -42.0685553759999 -16.7364522459999, -42.066186715 -16.737834382, -42.061005682 -16.7418475019999, -42.057931572 -16.744050283000004, -42.048114638 -16.751177646))"
BC250_2017_Trecho_Energia_L.524,524,LT 230 kV MIRUEIRA /GOIANINHA C-1 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2019,"MULTILINESTRING ((-34.888897755 -7.916725082999959, -34.9010259799999 -7.88017866299998))"
BC250_2017_Trecho_Energia_L.525,525,LT 230 kV TOMBA /G.MANGABEIRA C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1849,"MULTILINESTRING ((-38.997563811 -12.549338603, -38.975711651 -12.436989925999999, -38.972353211 -12.43048972, -38.9674780559999 -12.418789348, -38.960002819 -12.401563801, -38.956427705 -12.3987470449999, -38.953177602000004 -12.395171930999899, -38.954477644 -12.375671312000001, -38.958377766999895 -12.3601791529999, -38.945471919999896 -12.286949509000001))"
BC250_2017_Trecho_Energia_L.526,526,LT 230 kV RECIFE II /GOIANINHA C-1 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2020,"MULTILINESTRING ((-35.036627976 -7.98648443099995, -35.064904917 -7.87666400499995))"
BC250_2017_Trecho_Energia_L.527,527,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2012,"MULTILINESTRING ((-34.97222004 -7.90130543799995, -34.9717350239999 -7.90113568199996, -34.9678164159999 -7.898233009999959, -34.962881873 -7.89663653999997, -34.95970464399989 -7.89632906599996))"
BC250_2017_Trecho_Energia_L.528,528,LT 230 kV P.AFONSO /ANGELIM C-4 BA/PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1927,"MULTILINESTRING ((-36.410280429000004 -8.94396441099997, -36.5011329179999 -9.00507600599997, -36.508484888999895 -9.00695955799995))"
BC250_2017_Trecho_Energia_L.529,529,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1728,"MULTILINESTRING ((-42.000386725999896 -14.48351883, -42.005056388 -14.47306508, -42.006842761 -14.468599148000001, -42.0086291339999 -14.461230359, -42.0106388039999 -14.455424647000001, -42.01153199 -14.450065529000002, -42.014211548999995 -14.445153003, -42.017337702 -14.442473443999999, -42.021357040999895 -14.439570588, -42.024483194000005 -14.4366677319999, -42.0270691859999 -14.434009658999999, -42.032290791 -14.4288924849999, -42.033752841 -14.425863954, -42.036885804 -14.422939855, -42.037721260999895 -14.4209556449999, -42.037721260999895 -14.4166217119999, -42.038713366 -14.414585286, -42.041877418 -14.410770005))"
BC250_2017_Trecho_Energia_L.530,530,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1763,"MULTILINESTRING ((-42.483306973000005 -14.065614062, -42.484538191000006 -14.0642149519999, -42.48369872400001 -14.0625360189999, -42.48325100900001 -14.060465335999899, -42.48364276 -14.057163434999898, -42.484202404 -14.053525748))"
BC250_2017_Trecho_Energia_L.531,531,LT 230 kV CAMACARI II /JACARACANGA C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1831,"MULTILINESTRING ((-38.32991692 -12.6198800089999, -38.33286842 -12.620245009000001, -38.4344384199999 -12.674481008999999, -38.46187592 -12.686620508999999, -38.46572242 -12.6901230089999))"
BC250_2017_Trecho_Energia_L.532,532,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2097,"MULTILINESTRING ((-35.231530447000004 -6.231511431999929, -35.2292203929999 -6.236411546999929, -35.226359058 -6.253897476999949))"
BC250_2017_Trecho_Energia_L.533,533,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2129,"MULTILINESTRING ((-35.778507311999896 -6.11041189499997, -35.671019663 -6.05676741299993, -35.6541159729999 -6.04768738999996, -35.606545788999895 -6.02130392699996, -35.581590002999995 -6.0077695529999495, -35.5802765399999 -6.00685583999996, -35.5792486129999 -6.00525684199994, -35.5786204349999 -6.00039911399995, -35.5788680759999 -5.99616234099994))"
BC250_2017_Trecho_Energia_L.534,534,LT 230 kV PAU FERRO /C.GRANDE II C-2 PE/PB,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2056,"MULTILINESTRING ((-35.866270229 -7.2711971849999495, -35.871793870999994 -7.26719169299997))"
BC250_2017_Trecho_Energia_L.535,535,LT 230 kV SAPEACU /FUNIL C-2 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1771,"MULTILINESTRING ((-39.3478188839999 -13.762952820999898, -39.418643454999895 -14.1352445099999, -39.443479757999995 -14.220557761))"
BC250_2017_Trecho_Energia_L.536,536,LT 230 kV BRUMADO II /FUNIL C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1748,"MULTILINESTRING ((-39.883682095000005 -14.437323079, -39.832733607 -14.441612783, -39.790958486 -14.421814148, -39.7532621779999 -14.4109367049999, -39.73140878899989 -14.402647488, -39.717656225 -14.393604707, -39.7018313579999 -14.383431577000001, -39.678282447 -14.366664753, -39.649200257000004 -14.3677638729999, -39.6216141579999 -14.364992063999999, -39.6061712229999 -14.364530096, -39.554694771 -14.3361520519999, -39.5308704129999 -14.322556989, -39.5185292639999 -14.3158914489999, -39.5084319599999 -14.310743803000001, -39.500248524 -14.2966867719999, -39.492593051 -14.284345623000002, -39.485597533 -14.273852346, -39.4720684659999 -14.251809864999899, -39.46606288 -14.2398646889999, -39.46461098 -14.232539194000001))"
BC250_2017_Trecho_Energia_L.537,537,LT 500 kV RIB.GONCALVES/S.JOAO PIAUI C-1 PI,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1951,"MULTILINESTRING ((-42.209930942 -8.35895072799997, -42.208617982 -8.35821219799993))"
BC250_2017_Trecho_Energia_L.538,538,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1696,"MULTILINESTRING ((-39.9829752699999 -15.909343083, -39.974830991 -15.9128825719999, -39.966243291 -15.915428189, -39.923756 -15.908520993, -39.907493337999895 -15.908407272, -39.8972938169999 -15.911737727999899, -39.883971994 -15.9090317329999, -39.868256405999894 -15.9029952819999, -39.855246813 -15.8976873679999, -39.850251129 -15.895501755999899, -39.836200769 -15.889257152, -39.792904844 -15.866776575000001, -39.7854113189999 -15.85574444, -39.7611614379999 -15.8402370059999, -39.743468391 -15.835865783000001, -39.731083258999895 -15.832639404, -39.720372196999996 -15.829120949, -39.7156799009999 -15.826707029, -39.703086615000004 -15.825249954999899, -39.69621755 -15.822648036, -39.686018029 -15.813385206000001, -39.672800283 -15.810783288, -39.669990211000005 -15.809742519999899, -39.666867909000004 -15.8096384429999, -39.662808916 -15.8048509129999, -39.659894767 -15.79631662, -39.648550402 -15.79121686, -39.635853039000004 -15.780496954999899, -39.617743686 -15.770609664999899, -39.6046300159999 -15.766134365, -39.5961998 -15.758744916, -39.588884177 -15.753243245))"
BC250_2017_Trecho_Energia_L.539,539,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2075,"MULTILINESTRING ((-35.050667646 -6.77851289999995, -35.045516333 -6.775831616999939, -35.0402987379999 -6.77056078199996, -35.0377431819999 -6.76912328099996, -35.035409209 -6.76903892099995, -35.012386657 -6.765203228999949, -35.0105592309999 -6.764974799999949, -34.997226962999896 -6.76300059399995, -34.995203814 -6.7612968899999295, -34.992510579999895 -6.76042443399996, -34.991109718000004 -6.756351670999949, -34.972149497 -6.74926254899998, -34.966027878 -6.73989410399997, -34.9593195419999 -6.73137558199994, -34.953463058000004 -6.72445428299994, -34.94340055399989 -6.71433853899993, -34.942069534999995 -6.712634834999959, -34.939939905 -6.71109085299997, -34.937011663 -6.70970659299996))"
BC250_2017_Trecho_Energia_L.540,540,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2082,"MULTILINESTRING ((-35.4946418659999 -6.47472164199996, -35.494112108 -6.47500174399994, -35.492955315 -6.475404106999969, -35.486919873000005 -6.47545440199997, -35.4831980169999 -6.47495144899995, -35.4784199599999 -6.4730402249999806, -35.4718312689999 -6.47022368599994, -35.4698194549999 -6.46982132299996, -35.466701144 -6.46962014199994, -35.464488149 -6.469670436999929, -35.46252663 -6.47017339099995, -35.4601627489999 -6.470978115999969, -35.457396505000006 -6.4729899299999305, -35.45538469099989 -6.47364376999997, -35.453378465 -6.47412995799993, -35.449349249 -6.475303515999939, -35.446180641999895 -6.4764603089999495, -35.4455770979999 -6.47656089999998, -35.44512444 -6.47630942299998, -35.44401794299989 -6.47515262999997, -35.4435149889999 -6.474699971999939, -35.443062331 -6.474750266999929, -35.440428211 -6.47682465699995))"
BC250_2017_Trecho_Energia_L.541,541,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1717,"MULTILINESTRING ((-42.486735692 -14.792563775000001, -42.486719368 -14.792612203000001, -42.4814655179999 -14.803748079999899, -42.4759832399999 -14.811171998, -42.4617540639999 -14.828840289, -42.4536321699999 -14.839094179, -42.4480483679999 -14.8489419749999, -42.424494878000004 -14.888028587, -42.418180605 -14.8980503229999))"
BC250_2017_Trecho_Energia_L.542,542,LT 230 kV GOIANINHA /MUSSURE II C-3 PE/PB,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2069,"MULTILINESTRING ((-34.8768780359999 -7.209883906999949, -34.860014416 -7.17146200399998, -34.879097437 -7.00040762499998, -34.8795395449999 -6.99540509199994, -34.8808179179999 -6.98094006899993, -34.8808179179999 -6.96086775899994, -34.869348026 -6.95169184499997, -34.877950444999996 -6.9413689429999295, -34.881391412 -6.93276652399993, -34.8808179179999 -6.92531109399994, -34.8659070589999 -6.914988191999949))"
BC250_2017_Trecho_Energia_L.543,543,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1807,"MULTILINESTRING ((-39.603410719 -13.029819001, -39.592885021 -13.0305535919999, -39.5896002819999 -13.031524083, -39.589176591999895 -13.034797051999899, -39.5857118879999 -13.036699242999898, -39.5838776329999 -13.0416585249999, -39.5810922819999 -13.0426775559999, -39.579529769 -13.043832457, -39.57891835 -13.046957485, -39.577627578 -13.048452063000001, -39.574978099 -13.049606964, -39.571921007 -13.050422189, -39.570154687 -13.052324379, -39.5573483169999 -13.057657922, -39.506916245999896 -13.070487133, -39.500280447 -13.072256679, -39.494529421 -13.073362646, -39.4761703779999 -13.061639401, -39.459430093 -13.0495754249999, -39.463506214999896 -13.0397247949999, -39.48369095 -13.027796827, -39.505810278999896 -13.0140828429999, -39.5155427839999 -13.009658977, -39.522039176 -13.0033051899999))"
BC250_2017_Trecho_Energia_L.566,566,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1780,"MULTILINESTRING ((-41.317469151000005 -13.624269155, -41.3158400149999 -13.62229086, -41.314318683 -13.617540606999999, -41.312484248000004 -13.614483215, -41.311505882999896 -13.61179271, -41.311261292000005 -13.608613023, -41.3106498129999 -13.606656292, -41.309059969 -13.604332674, -41.3083261949999 -13.601764465, -41.307103238 -13.599318551, -41.3044127329999 -13.596628046, -41.30123304599989 -13.595771976, -41.298909427999895 -13.594915907, -41.297074993 -13.594915907, -41.2949959659999 -13.595038202, -41.287781732 -13.576571801999899, -41.2335329209999 -13.544845059999899, -41.224719936999996 -13.544649216000002))"
BC250_2017_Trecho_Energia_L.545,545,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2084,"MULTILINESTRING ((-35.287516555 -6.48666659499997, -35.288812945000004 -6.484275662999949, -35.2893568449999 -6.4834505039999595, -35.290560785 -6.48213941399996, -35.291920217 -6.4809094519999295, -35.295027488 -6.48000316499997, -35.298587903999895 -6.47903214199994, -35.300400479000004 -6.47825532399997, -35.307197636000005 -6.47165237199994, -35.312700096 -6.46692672899997, -35.313865323 -6.46614991099995, -35.3165841859999 -6.46543782799995, -35.319497253 -6.46420786699997, -35.3223455849999 -6.46271896599995, -35.3283011899999 -6.4608416559999595, -35.330243234 -6.45954695899997, -35.33393312 -6.45715176999994, -35.335939898999996 -6.456439686999939, -35.3409244809999 -6.4560512779999595, -35.3483042509999 -6.45579233899997, -35.3604743989999 -6.4560512779999595, -35.3678541689999 -6.45611601299993, -35.368630986999996 -6.45585707399994, -35.3710261759999 -6.45469184699994, -35.372968221 -6.45417396799996, -35.376075492 -6.45391502899997, -35.379053293999995 -6.453397149999939, -35.3883103749999 -6.452685066999949, -35.3939423049999 -6.45274980199997, -35.395819614999894 -6.45313821099995, -35.397308516 -6.4536560899999795, -35.3987950449999 -6.45393810999997))"
BC250_2017_Trecho_Energia_L.546,546,LT 230 kV PERITORO /TERESINA C-1 MA/PI,,Não,Não,,,Distribuição,Emerso,Sim,Construída,250003,2161,"MULTILINESTRING ((-43.342176577000004 -4.91606144399998, -43.3321589829999 -4.91973811399993, -43.312842679 -4.92595861899997, -43.287305870999894 -4.93463458599996, -43.266188893999995 -4.94150987999996, -43.24687259 -4.94838517499994, -43.228374774 -4.9570611419999295, -43.209385864999895 -4.96573710899997))"
BC250_2017_Trecho_Energia_L.547,547,LT 230 kV SAPEACU /FUNIL C-1 BA,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1769,"MULTILINESTRING ((-39.441492921 -14.222946509999899, -39.4030229209999 -14.17398451, -39.3875349209999 -14.13001901, -39.31520188 -13.765512096999899))"
BC250_2017_Trecho_Energia_L.548,548,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2181,"MULTILINESTRING ((-42.5533284919999 -3.71676185299998, -42.570624056 -3.7303512249999398, -42.5832868799999 -3.75042643399996, -42.5974939509999 -3.76556005299994, -42.6200399539999 -3.78501756299994, -42.632702778 -3.79551844099996, -42.6456744509999 -3.81435825199998, -42.644439054 -3.84925822999998, -42.672544345999896 -3.8684068909999496, -42.677177087000004 -3.87087768599997, -42.688604513 -3.8736573299999595, -42.697869994 -3.8724219329999396))"
BC250_2017_Trecho_Energia_L.549,549,LT 230 kV RECIFE II /GOIANINHA C-1 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2034,"MULTILINESTRING ((-35.038045709 -7.81915985299997, -35.030044018 -7.80202865199993))"
BC250_2017_Trecho_Energia_L.550,550,LT 230 kV ARACUAI 2 /IRAPE-SE C-1 MG,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1646,"MULTILINESTRING ((-42.035067866 -16.769703943000003, -42.02135341 -16.7722235369999))"
BC250_2017_Trecho_Energia_L.551,551,LT 230 kV MIRUEIRA /GOIANINHA C-1 PE,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2006,"MULTILINESTRING ((-34.880135416 -7.94320900499997, -34.881106416 -7.9402030049999395, -34.888897755 -7.916725082999959))"
BC250_2017_Trecho_Energia_L.552,552,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2116,"MULTILINESTRING ((-35.391538981999894 -6.08716058899995, -35.3973024479999 -6.09237413499994, -35.398487846 -6.137818181999929, -35.387251605 -6.16295846399993, -35.37342918 -6.17492437999994))"
BC250_2017_Trecho_Energia_L.553,553,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1792,"MULTILINESTRING ((-41.372633885999996 -13.437248780999898, -41.3722392989999 -13.437957888))"
BC250_2017_Trecho_Energia_L.554,554,LT 230 kV PAU FERRO /C.GRANDE II C-1 PE/PB,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,2035,"MULTILINESTRING ((-34.952577383999895 -7.83843795099995, -34.969342416 -7.841197504999969, -35.030044018 -7.80202865199993))"
BC250_2017_Trecho_Energia_L.555,555,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1977,"MULTILINESTRING ((-39.126295387999996 -8.08556513799994, -39.148596042 -8.09691433499995, -39.208653017 -8.12843202999994, -39.279398817 -8.16212521099993, -39.295955582 -8.170173763999971, -39.3207407359999 -8.18928866599992, -39.323370669 -8.18886787699995, -39.324633036 -8.18928866599992, -39.326947377 -8.19107701999997, -39.348197231 -8.20527865499997, -39.36272975 -8.207524062999939, -39.3741432109999 -8.22575773799997))"
BC250_2017_Trecho_Energia_L.556,556,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250003,1642,"MULTILINESTRING ((-42.030822868 -16.7929684719999, -42.03140459699989 -16.795046146999898, -42.035450108 -16.808361632, -42.036918224000004 -16.815161798, -42.0472184069999 -16.8254619799999, -42.0578821249999 -16.836186288, -42.069509477999894 -16.8469546709999))"
